_tid_,RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB
1692,1,1,3,12,1,1,2,5,1,12,1
1693,1,1,1,25,1,1,1,1,1,25,1
1694,1,2,2,27,1,1,2,4,1,27,1
1695,1,1,2,18,1,1,2,3,1,18,1
1696,1,2,1,42,1,1,2,2,1,42,1
1697,1,2,3,48,1,1,2,7,1,48,1
1698,1,1,2,39,1,1,2,3,1,39,1
1699,1,2,1,23,1,1,1,1,1,23,1
1700,1,1,4,16,1,1,1,8,1,6,1
1701,9,1,3,12,1,1,2,5,68,48,1
1702,1,2,3,12,1,1,2,5,1,12,1
1703,1,2,2,39,1,1,1,3,1,39,1
1704,2,2,4,6,1,1,2,9,2,6,1
1705,1,2,1,25,1,1,2,1,1,25,1
1706,1,2,1,34,1,1,2,2,1,42,1
1707,2,1,3,12,1,1,1,5,2,12,1
1708,1,1,2,17,1,1,1,3,1,17,1
1709,1,1,1,36,1,1,1,2,1,36,1
1710,1,2,3,22,1,1,2,7,1,22,1
1711,9,1,4,35,1,1,2,8,68,35,1
1712,1,2,1,34,1,1,2,2,1,42,1
1713,8,2,4,6,1,1,2,9,67,6,1
1714,1,2,1,42,1,1,2,2,1,42,1
1715,3,2,4,4,1,1,2,8,1,31,1
1716,9,1,3,48,1,1,2,7,68,48,1
1717,1,1,3,47,1,1,2,6,1,47,1
1718,1,2,1,36,1,1,1,2,1,36,1
1719,1,2,3,54,1,1,2,5,1,54,1
1720,2,2,3,24,1,1,2,5,2,11,1
1721,1,2,2,17,1,1,2,3,1,17,1
1722,6,1,4,15,1,1,2,9,1,15,1
1723,1,1,2,25,1,1,1,3,1,39,1
1724,1,2,4,6,1,1,2,9,1,6,1
1725,1,2,3,1,1,1,2,6,1,1,1
1726,1,2,3,48,1,1,1,7,1,48,1
1727,1,2,2,26,1,1,2,3,1,26,1
1728,1,1,3,12,1,1,1,5,1,49,1
1729,1,1,3,48,1,1,2,7,1,48,1
1730,1,2,1,34,1,1,2,2,1,42,1
1731,9,1,2,29,1,1,1,4,68,29,1
1732,1,1,2,39,1,1,1,3,1,39,1
1733,1,2,2,18,1,1,2,3,1,18,1
1734,1,1,1,2,1,1,2,1,1,25,1
1735,1,1,3,48,1,1,2,7,1,48,1
1736,1,1,3,40,1,1,2,7,1,40,1
1737,1,1,1,42,1,1,2,2,1,42,1
1738,1,2,2,19,1,1,2,4,1,31,1
1739,1,2,3,37,1,1,2,5,1,37,1
1740,1,2,2,39,1,1,1,3,1,39,1
1741,1,2,3,48,1,1,2,7,1,48,1
1742,1,1,2,27,1,1,2,4,1,27,1
1743,1,2,4,6,1,1,2,9,1,6,1
1744,9,1,4,49,1,1,2,8,68,49,1
1745,9,2,4,8,1,1,2,8,68,8,1
1746,1,1,2,19,1,1,2,4,1,19,1
1747,1,2,4,8,1,1,2,8,1,35,1
1748,1,1,1,42,1,1,2,2,1,42,1
1749,2,1,4,32,1,1,2,8,2,32,1
1750,1,2,3,48,1,1,2,7,1,48,1
1751,1,1,4,8,1,1,2,8,1,29,1
1752,8,1,3,33,1,1,2,5,67,12,1
1753,1,1,1,25,1,1,2,1,1,25,1
1754,1,2,1,36,1,1,1,2,1,36,1
1755,1,2,1,9,1,1,2,1,1,9,1
1756,1,2,1,36,1,1,2,2,1,36,1
1757,1,2,4,6,1,1,2,9,1,6,1
1758,1,2,3,28,1,1,1,6,1,28,1
1759,1,2,3,45,1,1,2,5,1,48,1
1760,1,1,1,36,1,1,2,2,1,36,1
1761,1,2,4,6,1,1,2,9,1,16,1
1762,1,1,2,39,1,1,2,3,1,39,1
1763,1,2,4,6,1,1,2,9,1,6,1
1764,2,1,3,48,1,1,2,7,2,48,1
1765,9,1,3,48,1,1,2,7,68,48,1
1766,1,1,4,4,1,1,2,8,1,56,1
1767,1,2,3,40,1,1,2,7,1,40,1
1768,1,1,3,51,1,1,2,5,1,51,1
1769,9,1,3,48,1,1,2,7,68,48,1
1770,1,2,1,9,1,1,2,1,1,39,1
1771,1,2,2,4,1,1,2,4,1,31,1
1772,1,1,3,37,1,1,1,5,1,37,1
1773,2,2,4,6,1,1,2,9,1,6,1
1774,1,2,2,39,1,1,2,3,1,39,1
1775,1,2,3,37,1,1,2,5,1,6,1
1776,1,1,2,29,1,1,2,4,1,29,1
1777,1,2,2,27,1,1,2,4,1,27,1
1778,9,2,3,48,1,1,2,7,68,48,1
1779,1,1,3,51,1,1,2,5,1,13,1
1780,8,2,4,53,1,1,2,9,67,53,1
1781,8,1,2,17,1,1,2,3,1,17,1
1782,1,2,3,48,1,1,2,7,1,48,1
1783,6,2,3,12,1,1,2,5,1,34,1
1784,9,2,4,41,1,1,2,9,68,15,1
1785,1,2,4,8,1,1,2,8,1,26,1
1786,1,1,3,21,1,1,2,6,1,21,1
1787,1,1,3,48,1,1,1,7,1,48,1
1788,1,2,3,12,1,1,1,5,1,34,1
1789,1,1,1,36,1,1,2,2,1,36,1
1790,2,1,3,47,1,1,1,5,2,24,1
1791,1,1,2,39,1,1,2,3,1,39,1
1792,1,1,1,34,1,1,1,2,1,34,1
1793,9,1,1,34,1,1,2,2,68,12,1
1794,2,2,4,6,1,1,1,9,2,6,1
1795,1,1,1,42,1,1,2,2,1,42,1
1796,2,1,3,12,1,1,2,5,2,12,1
1797,2,2,3,13,1,1,2,5,2,12,1
1798,1,1,2,26,1,1,1,3,1,26,1
1799,1,2,2,18,1,1,2,3,1,18,1
1800,2,1,3,12,1,1,2,5,2,13,1
1801,1,2,2,20,1,1,2,4,1,20,1
1802,9,2,4,6,1,1,2,9,68,6,1
1803,1,1,2,31,1,1,2,4,1,31,1
1804,6,1,1,25,1,1,2,1,1,25,1
1805,1,1,4,41,1,1,2,9,1,16,1
1806,1,2,3,37,1,1,2,5,1,37,1
1807,1,1,3,12,1,1,2,5,1,55,1
1808,9,1,3,37,1,1,2,5,68,37,1
1809,1,1,2,39,1,1,2,3,1,39,1
1810,1,1,1,44,1,1,2,1,1,55,1
1811,6,1,4,6,1,1,2,9,1,6,1
1812,2,1,3,72,1,1,1,5,2,72,1
1813,1,1,1,36,1,1,2,2,1,36,1
1814,9,1,4,49,1,1,2,8,68,49,1
1815,1,1,4,53,1,1,2,9,1,414,6
1816,1,2,1,36,1,1,2,2,1,36,1
1817,1,1,3,51,1,1,2,5,1,42,1
1818,1,1,2,26,1,1,2,3,1,26,1
1819,1,2,3,51,1,1,2,5,1,51,1
1820,1,1,3,13,1,1,2,5,1,13,1
1821,9,1,4,6,1,1,2,9,68,6,1
1822,1,2,2,17,1,1,2,3,1,17,1
1823,1,2,4,6,1,1,2,9,1,41,1
1824,1,1,2,26,1,1,2,3,1,26,1
1825,2,2,3,37,1,1,2,5,2,12,1
1826,1,1,1,36,1,1,2,2,1,149,1
1827,1,1,3,12,1,1,2,5,1,12,1
1828,9,1,4,6,1,1,2,9,68,6,1
1829,1,1,3,21,1,1,1,6,1,21,1
1830,1,2,3,12,1,1,2,5,1,18,1
1831,1,1,3,1,1,1,2,6,1,1,1
1832,1,1,3,21,1,1,2,6,1,21,1
1833,1,2,3,12,1,1,2,5,1,12,1
1834,1,2,3,13,1,1,2,5,1,36,1
1835,1,1,2,55,1,1,1,3,1,55,1
1836,1,2,2,18,1,1,2,3,1,18,1
1837,1,2,2,17,1,2,1,3,1,17,1
1838,8,1,4,6,1,1,2,9,67,6,1
1839,1,2,4,49,1,1,2,8,1,49,1
1840,1,2,4,6,1,1,2,9,1,6,1
1841,1,2,1,36,1,1,2,2,1,36,1
1842,9,1,3,22,1,1,2,7,68,22,1
1843,9,2,4,6,1,1,2,9,68,6,1
1844,1,2,3,1,1,1,2,6,1,1,1
1845,1,1,3,12,1,1,2,5,1,6,1
1846,1,2,4,53,1,1,2,9,1,49,1
1847,1,2,2,27,1,1,2,4,1,27,1
1848,1,1,4,41,1,1,2,9,1,226,1
1849,1,1,1,44,1,1,2,1,1,44,1
1850,1,1,2,20,1,1,2,4,1,20,1
1851,1,1,1,36,1,1,2,2,1,36,1
1852,1,1,4,6,1,1,2,9,1,6,1
1853,1,1,1,36,1,1,2,2,1,36,1
1854,1,1,1,36,1,1,2,2,1,36,1
1855,1,2,1,34,1,1,2,2,1,42,1
1856,9,1,2,39,1,1,2,3,68,39,1
1857,6,1,3,48,1,1,2,7,1,48,1
1858,1,2,3,48,1,1,2,7,1,48,1
1859,1,2,3,12,1,1,2,5,1,31,1
1860,1,2,1,36,1,1,2,2,1,36,1
1861,9,1,3,48,1,1,2,7,68,48,1
1862,1,1,3,48,1,1,2,7,1,48,1
1863,1,2,3,13,1,1,2,5,1,13,1
1864,1,2,4,8,1,1,2,8,1,8,1
1865,8,2,3,48,1,1,2,7,67,48,1
1866,1,1,1,36,1,1,2,2,1,36,1
1867,1,1,4,49,1,1,2,8,1,49,1
1868,1,1,4,53,1,1,2,9,1,53,1
1869,1,2,4,6,1,1,2,9,1,6,1
1870,1,1,2,17,1,1,2,3,1,17,1
1871,9,2,2,17,1,1,2,3,68,17,1
1872,1,1,4,32,1,1,2,8,1,6,1
1873,1,1,1,36,1,1,2,2,1,36,1
1874,1,2,3,37,1,1,2,5,1,37,1
1875,1,2,1,42,1,1,2,2,1,42,1
1876,1,1,3,12,1,1,2,5,1,8,1
1877,1,1,1,25,1,1,1,1,1,36,1
1878,1,1,1,9,1,1,2,1,1,9,1
1879,8,1,4,6,1,1,2,9,67,6,1
1880,6,2,4,15,1,1,2,9,1,15,1
1881,1,2,1,23,1,1,2,1,1,23,1
1882,9,1,4,6,1,1,2,9,68,16,1
1883,1,2,3,51,1,1,2,5,1,51,1
1884,1,2,4,41,1,1,2,9,1,6,1
1885,1,2,1,42,1,1,2,2,1,42,1
1886,1,2,3,12,1,1,2,5,1,39,1
1887,1,2,1,36,1,1,2,2,1,36,1
1888,2,2,3,51,1,1,2,5,2,51,1
1889,9,1,4,6,1,1,2,9,68,6,1
1890,1,2,1,50,1,1,2,1,1,50,1
1891,1,1,4,53,1,1,2,9,1,6,1
1892,2,2,3,37,1,1,2,5,2,37,1
1893,1,2,2,26,1,1,1,3,1,26,1
1894,1,2,2,39,1,1,1,3,1,39,1
1895,1,1,2,19,1,1,2,4,1,19,1
1896,1,1,2,38,1,1,2,4,1,38,1
1897,9,2,3,5,1,1,2,7,68,6,1
1898,8,1,3,48,1,1,2,7,67,48,1
1899,1,1,1,33,1,1,2,1,1,33,1
1900,9,1,3,48,1,1,2,7,68,48,1
1901,1,2,3,21,1,1,2,6,1,21,1
1902,1,2,3,21,1,1,1,6,1,21,1
1903,1,1,4,6,1,1,1,9,1,6,1
1904,1,2,3,40,1,1,2,7,1,40,1
1905,2,1,3,48,1,1,2,7,2,48,1
1906,1,2,4,49,1,1,2,8,1,16,1
1907,9,2,2,55,1,1,2,3,68,55,1
1908,1,1,1,25,1,1,2,1,1,25,1
1909,1,2,3,54,1,1,2,5,1,54,1
1910,1,2,3,21,1,1,2,6,1,21,1
1911,1,2,3,37,1,1,2,5,1,37,1
1912,9,2,3,12,1,1,2,5,68,12,1
1913,1,1,3,22,1,1,2,7,1,150,1
1914,1,1,3,47,1,1,2,6,1,47,1
1915,1,2,4,6,1,1,2,9,1,6,1
1916,1,1,2,29,1,1,2,4,1,29,1
1917,1,2,1,36,1,1,2,2,1,36,1
1918,1,1,4,6,1,1,2,9,1,167,2
1919,1,1,1,50,1,1,2,1,1,417,1
1920,9,1,3,40,1,1,2,7,68,40,1
1921,6,2,2,55,1,1,2,3,1,55,1
1922,6,2,4,6,1,1,2,9,1,6,1
1923,2,2,3,37,1,1,1,5,2,11,1
1924,1,2,1,25,1,1,2,1,1,44,1
1925,1,2,3,1,1,1,2,6,1,1,1
1926,1,1,2,39,1,1,2,3,1,39,1
1927,1,2,2,26,1,1,2,3,1,26,1
1928,1,1,4,6,1,1,2,9,1,6,1
1929,1,1,2,20,1,1,1,4,1,29,1
1930,1,1,3,13,1,1,2,5,1,13,1
1931,1,1,3,12,1,1,2,5,1,12,1
1932,1,2,4,4,1,1,2,8,1,4,1
1933,1,2,2,20,1,1,2,4,1,20,1
1934,2,2,2,17,1,1,2,3,2,17,1
1935,1,1,3,48,1,1,1,7,1,48,1
1936,1,2,3,12,1,1,2,5,1,36,1
1937,9,1,2,39,1,1,2,3,68,39,1
1938,1,1,1,36,1,1,2,2,1,36,1
1939,1,1,3,35,1,1,1,5,1,37,1
1940,1,2,1,25,1,1,2,1,1,25,1
1941,8,1,4,4,1,1,2,8,67,6,1
1942,1,2,1,34,1,1,2,2,1,36,1
1943,1,2,3,48,1,1,2,7,1,48,1
1944,1,2,1,33,1,1,1,1,1,33,1
1945,9,1,4,4,1,1,2,8,68,4,1
1946,1,2,1,9,1,1,2,1,1,9,1
1947,9,2,3,13,1,1,2,5,68,51,1
1948,9,1,2,38,1,1,2,4,68,38,1
1949,1,1,4,35,1,1,2,8,1,8,1
1950,1,2,1,34,1,1,2,2,1,34,1
1951,1,1,4,41,1,1,2,9,1,41,1
1952,1,2,3,47,1,1,2,6,1,47,1
1953,2,1,3,45,1,1,2,5,1,45,1
1954,2,1,3,51,1,1,2,5,2,51,1
1955,1,2,2,19,1,1,2,4,1,19,1
1956,1,1,1,42,1,1,2,2,1,42,1
1957,1,2,2,18,1,1,2,3,1,18,1
1958,9,1,3,1,1,1,2,6,68,1,1
1959,1,2,3,28,1,1,2,6,1,28,1
1960,1,2,2,19,1,1,2,4,1,19,1
1961,9,1,4,53,1,1,2,9,68,53,1
1962,8,2,3,48,1,1,2,7,67,48,1
1963,1,1,4,6,1,1,2,9,1,6,1
1964,9,1,3,51,1,1,2,5,68,51,1
1965,1,2,3,13,1,1,2,5,1,47,1
1966,1,1,1,34,1,1,2,2,1,34,1
1967,2,1,3,1,1,1,2,6,2,1,1
1968,1,2,3,5,1,1,2,7,1,24,1
1969,2,2,2,39,1,1,1,3,2,39,1
1970,9,1,2,39,1,1,1,3,68,39,1
1971,1,1,4,4,1,1,2,8,1,17,1
1972,1,1,2,27,1,1,2,4,1,27,1
1973,1,2,3,21,1,1,2,6,1,21,1
1974,1,1,3,47,1,1,2,6,1,26,1
1975,8,2,4,6,1,1,2,9,67,6,1
1976,1,1,4,6,1,1,2,9,1,6,1
1977,8,1,4,6,1,1,2,9,67,6,1
1978,1,2,2,46,1,1,1,4,1,46,1
1979,1,2,3,21,1,1,2,6,1,21,1
1980,9,1,4,6,1,1,2,9,68,6,1
1981,1,1,1,42,1,1,2,2,1,42,1
1982,1,2,1,42,1,1,2,2,1,42,1
1983,1,1,3,48,1,1,2,7,1,48,1
1984,1,1,3,1,1,1,2,6,1,1,1
1985,2,1,3,28,1,1,2,6,2,28,1
1986,9,1,3,24,1,1,1,5,68,24,1
1987,9,2,4,48,1,1,2,9,68,6,1
1988,1,2,4,2,1,1,2,9,1,2,1
1989,2,2,2,26,1,1,1,3,2,26,1
1990,1,2,3,48,1,1,2,7,1,48,1
1991,2,1,2,26,1,1,2,3,2,26,1
1992,1,2,3,12,1,1,2,5,1,39,1
1993,1,1,4,6,1,1,2,9,1,6,1
1994,1,1,1,36,1,1,2,2,1,36,1
1995,1,1,2,17,1,1,2,3,1,17,1
1996,1,2,3,37,1,1,2,5,1,216,1
1997,1,1,2,17,1,1,2,3,1,17,1
1998,1,1,1,36,1,1,2,2,1,36,1
1999,2,1,1,42,1,1,1,2,2,42,1
2000,1,1,2,20,1,1,1,4,1,29,1
2001,1,2,3,37,1,1,1,5,1,51,1
2002,1,2,4,32,1,1,2,8,1,28,1
2003,1,2,1,42,1,1,2,2,1,42,1
2004,1,2,4,6,1,1,2,9,1,6,1
2005,1,1,2,17,1,1,2,3,1,17,1
2006,1,1,2,27,1,1,2,4,1,27,1
2007,1,1,3,24,1,1,2,5,1,24,1
2008,1,1,3,48,1,1,2,7,1,48,1
2009,1,1,3,51,1,1,2,5,1,6,1
2010,1,1,2,29,1,1,1,4,1,13,1
2011,1,1,3,22,1,1,1,7,1,22,1
2012,2,1,1,34,1,1,2,2,2,42,1
2013,1,1,2,29,1,1,2,4,1,29,1
2014,1,1,2,26,1,1,2,3,1,26,1
2015,1,1,3,36,1,1,2,5,1,36,1
2016,2,1,2,17,1,1,2,3,2,17,1
2017,6,2,2,39,1,1,2,3,1,39,1
2018,1,2,3,22,1,1,2,7,1,22,1
2019,1,2,4,8,1,1,2,8,1,55,1
2020,1,1,4,41,1,1,2,9,1,41,1
2021,1,1,2,17,1,1,2,3,1,17,1
2022,1,1,3,12,1,1,2,5,1,12,1
2023,1,2,3,54,1,1,2,5,1,54,1
2024,1,2,4,6,1,1,2,9,1,6,1
2025,1,1,1,42,1,1,2,2,1,42,1
2026,1,1,2,17,1,1,2,3,1,17,1
2027,1,1,2,27,1,1,2,4,1,27,1
2028,1,2,2,29,1,1,2,4,1,8,1
2029,1,2,2,17,1,1,2,3,1,17,1
2030,1,2,1,42,1,1,2,2,1,42,1
2031,1,2,3,54,1,1,2,5,1,54,1
2032,8,1,4,6,1,1,2,9,67,6,1
2033,1,2,2,17,1,1,2,3,1,17,1
2034,6,1,4,6,1,1,2,9,1,6,1
2035,1,1,2,27,1,1,2,4,1,27,1
2036,1,2,3,12,1,1,2,5,1,25,1
2037,1,1,1,25,1,1,2,1,1,32,1
2038,2,1,3,12,1,1,2,5,2,12,1
2039,8,2,2,29,1,1,2,4,1,29,1
2040,1,2,2,27,1,1,1,4,1,27,1
2041,1,2,4,6,1,1,2,9,1,6,1
2042,9,1,1,42,1,1,2,2,68,42,1
2043,1,1,3,22,1,1,1,7,1,22,1
2044,1,2,3,12,1,1,2,5,1,18,1
2045,1,1,4,56,1,1,2,9,1,427,1
2046,1,1,2,26,1,1,2,3,1,26,1
2047,9,2,1,34,1,1,2,2,68,6,1
2048,1,2,3,51,1,1,2,5,1,53,1
2049,1,1,3,5,1,1,2,7,1,17,1
2050,1,1,2,27,1,1,1,4,1,27,1
2051,1,2,2,39,1,1,2,3,1,39,1
2052,1,2,3,24,1,1,2,5,1,24,1
2053,9,2,3,48,1,1,1,7,68,48,1
2054,1,2,4,8,1,1,2,8,1,34,1
2055,1,2,1,23,1,1,2,1,1,23,1
2056,1,1,2,18,1,1,2,3,1,18,1
2057,1,2,4,6,1,1,2,9,1,6,1
2058,1,1,3,37,1,1,1,5,1,37,1
2059,1,2,1,42,1,1,2,2,1,42,1
2060,2,1,2,29,1,1,2,4,2,47,1
2061,3,2,4,6,1,1,2,9,1,6,1
2062,1,1,2,29,1,1,2,4,1,29,1
2063,9,1,2,17,1,1,2,3,68,17,1
2064,8,2,4,4,1,1,2,8,67,4,1
2065,1,2,2,26,1,1,2,3,1,26,1
2066,1,1,3,48,1,1,2,7,1,48,1
2067,1,1,3,48,1,1,2,7,1,48,1
2068,1,1,4,6,1,1,2,9,1,6,1
2069,1,2,1,33,1,1,2,2,1,463,1
2070,1,1,4,41,1,1,1,9,1,29,1
2071,9,1,4,4,1,1,2,8,68,4,1
2072,1,1,3,47,1,1,1,6,1,21,1
2073,1,1,1,36,1,1,2,2,1,36,1
2074,1,1,4,49,1,1,2,8,1,49,1
2075,1,1,3,21,1,1,2,6,1,21,1
2076,1,1,2,31,1,1,2,4,1,31,1
2077,9,2,1,36,1,1,2,2,68,36,1
2078,1,1,3,47,1,1,2,6,1,39,1
2079,9,2,2,17,1,1,2,3,68,17,1
2080,1,2,3,21,1,1,2,6,1,21,1
2081,1,2,3,22,1,1,1,7,1,22,1
2082,1,2,4,53,1,1,2,9,1,35,1
2083,1,2,2,26,1,1,2,3,1,26,1
2084,1,2,3,12,1,1,2,5,1,12,1
2085,1,1,1,25,1,1,2,1,1,25,1
2086,6,2,4,6,1,1,2,9,1,6,1
2087,9,2,4,6,1,1,2,9,68,6,1
2088,1,1,4,41,1,1,2,9,1,6,1
2089,9,2,3,51,1,1,2,5,68,51,1
2090,1,1,3,37,1,1,2,5,1,36,1
2091,9,2,2,39,1,1,2,3,68,39,1
2092,1,1,4,6,1,1,2,9,1,6,1
2093,2,2,3,40,1,1,2,7,2,20,1
2094,1,2,3,51,1,1,2,5,1,13,1
2095,1,2,3,47,1,1,1,6,1,47,1
2096,1,2,3,13,1,1,2,5,1,1,1
2097,1,1,4,4,1,1,2,8,1,42,1
2098,2,1,3,1,1,1,1,6,2,1,1
2099,1,2,1,34,1,1,2,2,1,34,1
2100,9,1,3,47,1,1,2,6,68,21,1
2101,9,1,3,37,1,1,2,5,68,36,1
2102,1,1,1,36,1,1,2,2,1,36,1
2103,1,1,3,12,1,1,2,5,1,42,1
2104,2,2,1,36,1,1,2,2,2,36,1
2105,1,2,1,42,1,1,1,2,1,42,1
2106,1,1,4,6,1,1,2,9,1,6,1
2107,1,2,1,42,1,1,2,2,1,42,1
2108,1,2,3,48,1,1,2,7,1,48,1
2109,1,1,2,55,1,1,1,3,1,55,1
2110,1,1,3,45,1,1,2,5,1,45,1
2111,1,2,3,48,1,1,1,7,1,48,1
2112,9,1,4,6,1,1,1,9,1,6,1
2113,1,2,2,18,1,1,2,3,1,18,1
2114,1,1,3,13,1,1,2,5,1,13,1
2115,2,1,3,37,1,1,2,5,2,48,1
2116,1,2,1,25,1,1,2,1,1,25,1
2117,1,1,3,48,1,1,2,7,1,48,1
2118,2,1,2,18,1,1,2,3,2,18,1
2119,1,1,1,50,1,1,2,1,1,50,1
2120,1,2,3,40,1,1,2,7,1,56,1
2121,1,2,3,37,1,1,2,5,1,37,1
2122,1,1,3,48,1,1,2,7,1,48,1
2123,9,1,4,6,1,1,1,9,68,6,1
2124,1,2,1,34,1,1,2,2,1,34,1
2125,1,2,9,72,2,1,2,0,1,72,2
2126,1,1,4,53,1,1,1,9,1,53,1
2127,1,1,2,19,1,1,2,4,1,19,1
2128,1,2,3,48,1,1,2,7,1,48,1
2129,1,1,1,36,1,1,2,2,1,36,1
2130,2,1,1,9,1,1,2,1,2,36,1
2131,1,1,3,45,1,1,2,5,1,45,1
2132,1,2,1,34,1,1,2,2,1,34,1
2133,1,1,2,18,1,1,2,3,1,18,1
2134,1,1,2,22,1,1,2,4,1,22,1
2135,1,2,4,6,1,1,2,9,1,6,1
2136,1,2,2,27,1,1,2,4,1,27,1
2137,1,2,3,48,1,1,1,7,1,48,1
2138,1,1,2,17,1,1,2,3,1,17,1
2139,1,2,3,37,1,1,2,5,1,37,1
2140,1,1,2,39,1,1,2,3,1,39,1
2141,1,1,3,48,1,1,2,7,1,48,1
2142,9,1,3,48,1,1,2,7,68,48,1
2143,1,2,3,48,1,1,2,7,1,48,1
2144,1,1,3,12,1,1,2,5,1,12,1
2145,1,1,2,26,1,1,1,3,1,26,1
2146,9,2,4,4,1,1,2,8,68,4,1
2147,1,2,3,21,1,1,2,6,1,21,1
2148,9,2,4,53,1,1,2,9,68,53,1
2149,1,2,2,26,1,1,2,3,1,26,1
2150,5,1,2,29,1,1,2,4,1,49,1
2151,9,2,9,72,2,1,2,0,68,72,2
2152,1,1,1,25,1,1,1,1,1,25,1
2153,1,1,1,42,1,1,2,2,1,42,1
2154,1,2,3,47,1,1,1,6,1,47,1
2155,1,1,3,12,1,1,2,5,1,12,1
2156,1,2,4,49,1,1,2,8,1,49,1
2157,1,1,2,55,1,1,2,3,1,55,1
2158,1,1,2,17,1,1,1,3,1,17,1
2159,1,2,3,48,1,1,2,7,1,48,1
2160,1,1,3,5,1,1,1,7,1,5,1
2161,1,1,3,48,1,1,2,7,1,48,1
2162,1,1,2,27,1,1,1,4,1,27,1
2163,2,2,2,39,1,1,2,3,2,39,1
2164,1,2,4,6,1,1,2,9,1,6,1
2165,1,1,3,12,1,1,2,5,1,12,1
2166,9,1,1,36,1,1,1,2,68,36,1
2167,1,2,2,27,1,1,2,4,1,27,1
2168,1,1,1,9,1,1,2,1,1,9,1
2169,1,2,3,12,1,1,2,5,1,36,1
2170,9,2,4,6,1,1,2,9,68,32,1
2171,1,2,3,22,1,1,2,7,1,22,1
2172,2,1,1,34,1,1,2,2,2,34,1
2173,1,2,4,49,1,1,2,8,1,49,1
2174,1,2,4,41,1,1,2,9,1,253,1
2175,1,1,3,48,1,1,1,7,1,48,1
2176,1,2,2,18,1,1,1,3,1,18,1
2177,1,1,1,42,1,1,2,2,1,42,1
2178,1,2,3,45,1,1,1,5,1,31,1
2179,1,1,1,25,1,1,2,1,1,25,1
2180,1,1,2,29,1,1,1,4,1,29,1
2181,1,1,3,37,1,1,2,5,1,47,1
2182,1,2,3,48,1,1,2,7,1,48,1
2183,1,2,4,6,1,1,2,9,1,6,1
2184,1,1,1,42,1,1,1,2,1,42,1
2185,1,2,4,49,1,1,2,8,1,49,1
2186,1,2,3,12,1,1,2,5,1,1,1
2187,1,2,1,42,1,1,2,2,1,42,1
2188,3,2,3,40,1,1,1,7,1,40,1
2189,1,2,3,45,1,1,2,5,1,34,1
2190,8,1,2,39,1,1,2,3,1,39,1
2191,1,1,4,53,1,1,2,9,1,53,1
2192,1,1,1,34,1,1,1,2,1,34,1
2193,1,1,4,6,1,1,2,9,1,6,1
2194,9,1,4,6,1,1,2,9,68,6,1
2195,1,1,3,45,1,1,2,5,1,163,1
2196,1,1,3,48,1,1,2,7,1,48,1
2197,2,1,3,12,1,1,2,5,2,12,1
2198,2,2,3,13,1,1,1,5,2,13,1
2199,1,1,2,26,1,1,2,3,1,26,1
2200,1,1,2,19,1,1,2,4,1,19,1
2201,1,2,3,12,1,1,2,5,1,29,1
2202,1,2,1,42,1,1,2,2,1,42,1
2203,1,2,3,24,1,1,2,5,1,26,1
2204,2,1,3,15,1,1,2,7,2,361,1
2205,1,2,4,6,1,1,2,9,1,6,1
2206,1,1,2,26,1,1,2,3,1,26,1
2207,1,2,4,35,1,1,2,8,1,35,1
2208,8,2,4,4,1,1,2,8,67,4,1
2209,9,2,2,17,1,1,2,3,68,17,1
2210,1,1,4,32,1,1,2,8,1,6,1
2211,9,1,3,40,1,1,2,7,68,40,1
2212,1,1,2,17,1,1,2,3,1,17,1
2213,9,1,2,55,1,1,2,3,68,55,1
2214,1,2,2,39,1,1,2,3,1,39,1
2215,9,2,4,4,1,1,2,8,68,4,1
2216,9,1,4,53,1,1,2,9,68,17,1
2217,1,1,2,31,1,1,1,4,1,31,1
2218,1,1,2,26,1,1,2,3,1,26,1
2219,1,2,2,27,1,1,1,4,1,27,1
2220,1,2,1,42,1,1,2,2,1,42,1
2221,1,2,1,25,1,1,2,1,1,9,1
2222,1,1,2,17,1,1,2,3,1,17,1
2223,1,1,3,48,1,1,2,7,1,48,1
2224,1,1,3,45,1,1,1,5,1,33,1
2225,1,2,3,48,1,1,2,7,1,48,1
2226,1,2,2,17,1,1,1,3,1,17,1
2227,9,1,4,6,1,1,2,9,68,6,1
2228,1,2,4,8,1,1,1,8,1,8,1
2229,2,1,3,22,1,1,2,7,2,22,1
2230,2,2,3,5,1,1,2,7,2,5,1
2231,1,1,2,18,1,1,1,3,1,18,1
2232,1,2,2,26,1,1,2,3,1,26,1
2233,8,2,2,17,1,1,1,3,1,17,1
2234,1,1,3,5,1,1,1,7,1,5,1
2235,1,2,2,17,1,1,2,3,1,17,1
2236,1,2,2,39,1,1,2,3,1,39,1
2237,1,2,4,6,1,1,2,9,1,6,1
2238,1,2,1,36,1,1,2,2,1,463,1
2239,1,1,3,22,1,1,1,7,1,22,1
2240,1,1,3,12,1,1,2,5,1,12,1
2241,1,1,3,51,1,1,2,5,1,13,1
2242,1,2,2,26,1,1,2,3,1,26,1
2243,1,2,4,53,1,1,2,9,1,53,1
2244,1,2,4,6,1,1,2,9,1,6,1
2245,9,1,4,35,1,1,2,8,68,35,1
2246,1,1,4,8,1,1,1,8,1,27,1
2247,1,1,1,42,1,1,2,2,1,42,1
2248,1,2,2,17,1,1,2,3,1,17,1
