_tid_,RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB
3920,1,1,3,47,1,1,2,6,1,47,1
3921,1,2,1,34,1,1,2,2,1,2,1
3922,1,2,1,36,1,1,2,2,1,36,1
3923,1,2,3,48,1,1,2,7,1,48,1
3924,1,1,1,25,1,1,2,1,1,25,1
3925,1,1,1,42,1,1,2,2,1,42,1
3926,3,2,2,55,1,1,1,3,1,17,1
3927,1,1,2,55,1,1,2,3,1,55,1
3928,1,1,2,29,1,1,2,4,1,29,1
3929,1,2,4,4,1,1,2,8,1,4,1
3930,9,2,1,25,1,1,2,1,68,25,1
3931,1,1,2,17,1,1,2,3,1,17,1
3932,1,1,3,48,1,1,2,7,1,48,1
3933,2,1,2,30,1,1,2,3,2,27,1
3934,6,1,2,39,1,1,2,3,1,39,1
3935,1,2,2,39,1,1,2,3,1,39,1
3936,9,2,1,50,1,1,2,1,68,33,1
3937,1,1,3,51,1,1,2,5,1,17,1
3938,9,1,3,37,1,1,2,5,68,37,1
3939,9,2,3,10,1,1,2,5,68,72,2
3940,1,2,3,48,1,1,2,7,1,48,1
3941,1,1,4,6,1,1,1,9,1,46,1
3942,1,2,4,6,1,1,2,9,1,6,1
3943,9,1,2,29,1,1,2,4,68,29,1
3944,1,2,1,42,1,1,2,2,1,42,1
3945,1,1,1,23,1,1,2,1,1,23,1
3946,1,2,4,6,1,1,2,9,1,6,1
3947,1,1,4,41,1,1,2,9,1,162,1
3948,1,1,2,39,1,1,2,3,1,39,1
3949,9,2,4,6,1,1,2,9,68,6,1
3950,9,2,3,37,1,1,2,5,68,37,1
3951,1,2,3,12,1,1,2,5,1,24,1
3952,1,2,4,6,1,1,2,9,1,6,1
3953,9,1,2,29,1,1,2,4,68,29,1
3954,1,1,2,27,1,1,2,4,1,27,1
3955,1,1,1,42,1,1,1,2,1,42,1
3956,1,1,4,6,1,1,1,9,1,6,5
3957,1,2,3,24,1,1,2,5,1,11,1
3958,1,2,3,13,1,1,2,5,1,13,1
3959,1,2,3,12,1,1,2,5,1,12,1
3960,1,2,3,24,1,1,2,5,1,24,1
3961,2,1,2,29,1,1,2,4,2,17,1
3962,8,1,4,6,1,1,2,9,67,6,1
3963,1,1,2,55,1,1,2,3,1,55,1
3964,1,2,2,29,1,1,2,4,1,29,1
3965,9,1,2,39,1,1,2,3,68,39,1
3966,1,1,2,27,1,1,2,4,1,27,1
3967,1,2,2,27,1,1,2,4,1,27,1
3968,1,1,4,41,1,1,2,8,1,8,1
3969,9,2,4,41,1,1,2,9,68,53,1
3970,1,1,3,24,1,1,2,5,1,36,1
3971,1,2,3,47,1,1,2,6,1,47,1
3972,2,2,3,24,1,1,2,5,2,11,1
3973,1,2,3,22,1,1,1,7,1,22,1
3974,1,1,3,48,1,1,2,7,1,48,1
3975,1,1,2,29,1,1,2,4,1,29,1
3976,1,2,3,48,1,1,2,7,1,48,1
3977,1,2,2,18,1,1,2,3,1,18,1
3978,9,2,4,6,1,1,2,9,68,6,1
3979,1,2,3,12,1,1,2,5,1,18,1
3980,1,1,4,29,1,1,2,9,1,6,1
3981,8,1,4,6,1,1,2,9,67,6,1
3982,1,2,3,48,1,1,2,7,1,48,1
3983,1,2,2,29,1,1,2,4,1,29,1
3984,1,2,2,39,1,1,2,3,1,39,1
3985,2,1,3,21,1,1,2,6,2,21,1
3986,1,1,4,6,1,1,1,9,1,6,1
3987,9,1,4,53,1,1,2,9,68,53,1
3988,2,1,4,6,1,1,2,9,2,6,1
3989,1,2,2,26,1,1,2,3,1,26,1
3990,1,1,1,36,1,1,2,2,1,36,1
3991,1,2,3,10,1,1,2,5,1,36,1
3992,1,1,4,6,1,1,2,9,1,6,1
3993,1,2,2,26,1,1,2,3,1,26,1
3994,1,1,4,6,1,1,2,9,1,6,1
3995,1,2,2,55,1,1,2,3,1,55,1
3996,1,2,3,12,1,1,2,5,1,12,1
3997,1,1,2,17,1,1,1,3,1,17,1
3998,1,2,3,1,1,1,2,6,1,1,1
3999,9,1,3,48,1,1,2,7,1,48,1
4000,8,2,9,72,2,1,2,0,67,168,2
4001,1,2,3,10,1,1,2,5,1,25,1
4002,9,2,3,38,1,1,2,7,68,5,1
4003,1,1,2,55,1,1,2,3,1,55,1
4004,1,2,4,8,1,1,2,8,1,6,1
4005,1,1,3,54,1,1,2,5,1,54,1
4006,1,1,2,39,1,1,2,3,1,39,1
4007,1,2,1,9,1,1,2,1,1,25,1
4008,1,2,1,34,1,1,2,2,1,34,1
4009,1,1,3,22,1,1,1,7,1,22,1
4010,1,2,4,6,1,1,1,9,1,6,1
4011,1,2,2,29,1,1,2,4,1,29,1
4012,1,1,3,13,1,1,2,5,1,42,1
4013,1,1,2,20,1,1,2,4,1,20,1
4014,9,1,4,6,1,1,2,9,68,6,1
4015,9,2,9,72,2,1,2,0,68,72,2
4016,2,2,2,26,1,1,2,3,2,26,1
4017,9,1,3,48,1,1,2,7,68,48,1
4018,1,1,2,26,1,1,1,3,1,26,1
4019,1,1,3,38,1,1,2,5,1,12,1
4020,1,1,4,6,1,1,2,9,1,6,1
4021,1,1,1,9,1,1,2,1,1,36,1
4022,1,2,3,10,1,1,2,5,1,24,1
4023,1,1,2,39,1,1,2,3,1,39,1
4024,1,2,3,48,1,1,2,7,1,48,1
4025,1,1,2,20,1,1,2,4,1,20,1
4026,1,2,3,48,1,1,2,7,1,48,1
4027,1,2,3,21,1,2,2,6,1,21,1
4028,1,1,2,27,1,1,2,4,1,27,1
4029,1,1,2,39,1,1,2,3,1,39,1
4030,1,2,2,39,1,1,2,3,1,39,1
4031,1,2,1,36,1,1,2,2,1,36,1
4032,1,1,3,51,1,1,2,5,1,18,1
4033,1,2,2,55,1,1,2,3,1,55,1
4034,1,1,3,37,1,1,2,5,1,54,1
4035,9,1,3,48,1,2,2,7,68,48,1
4036,1,2,1,25,1,1,2,1,1,25,1
4037,1,1,2,55,1,1,2,3,1,17,1
4038,1,1,2,38,1,1,2,4,1,53,1
4039,1,1,1,9,1,1,2,1,1,42,1
4040,9,2,1,8,1,1,2,1,68,25,1
4041,1,2,4,6,1,1,2,9,1,6,1
4042,1,2,4,8,1,1,2,8,1,8,1
4043,1,1,3,13,1,1,2,5,1,12,1
4044,1,1,3,48,1,1,2,7,1,48,1
4045,1,2,2,26,1,1,2,3,1,26,1
4046,9,2,2,29,1,1,2,4,68,29,1
4047,1,2,1,34,1,1,2,2,1,34,1
4048,1,1,1,34,1,1,2,2,1,34,1
4049,2,1,3,56,1,1,2,6,2,28,1
4050,1,1,2,17,1,1,2,3,1,17,1
4051,1,1,2,27,1,1,2,4,1,27,1
4052,1,1,2,17,1,1,2,3,1,17,1
4053,1,1,2,55,1,1,2,3,1,55,1
4054,1,1,3,37,1,1,1,5,1,37,1
4055,1,1,3,10,1,1,2,5,1,42,1
4056,1,2,3,48,1,1,2,7,1,48,1
4057,1,2,4,6,1,1,2,9,1,6,1
4058,1,1,3,13,1,1,1,5,1,13,1
4059,9,1,3,48,1,1,1,7,68,48,1
4060,1,1,2,19,1,1,2,4,1,6,1
4061,1,2,3,23,1,1,2,5,1,23,1
4062,1,1,4,6,1,1,1,9,1,6,1
4063,1,1,3,5,1,1,1,7,1,5,1
4064,1,2,2,18,1,1,2,3,1,18,1
4065,1,1,4,41,1,1,2,9,1,41,1
4066,1,2,1,25,1,1,2,1,1,25,1
4067,1,1,4,6,1,1,1,9,1,6,1
4068,1,1,2,17,1,1,2,3,1,17,1
4069,1,2,1,36,1,1,2,2,1,36,1
4070,8,2,4,6,1,1,2,9,67,6,1
4071,1,2,2,29,1,1,2,4,1,29,1
4072,1,2,3,47,1,1,2,6,1,47,1
4073,2,1,1,34,1,1,2,2,2,34,1
4074,1,2,2,39,1,1,2,3,1,39,1
4075,1,1,1,9,1,1,2,1,1,9,1
4076,1,1,4,41,1,1,2,9,1,16,1
4077,1,1,3,48,1,1,2,7,1,48,1
4078,9,1,4,6,1,1,2,9,68,6,1
4079,9,2,3,13,1,1,2,5,68,48,1
4080,9,2,3,48,1,1,2,7,68,48,1
4081,1,2,1,36,1,1,2,2,1,36,1
4082,1,2,4,6,1,1,2,9,1,6,1
4083,1,2,2,55,1,1,1,3,1,55,1
4084,1,1,3,45,1,1,2,5,1,34,1
4085,9,2,4,6,1,1,2,9,68,6,1
4086,2,2,4,6,1,1,2,9,2,6,1
4087,2,2,3,37,1,1,1,5,2,45,1
4088,1,2,4,35,1,1,2,8,1,40,1
4089,1,2,1,42,1,1,2,2,1,42,1
4090,1,1,1,25,1,1,1,1,1,25,1
4091,1,2,3,13,1,1,2,5,1,13,1
4092,1,1,1,25,1,1,2,1,1,25,1
4093,1,1,2,39,1,1,2,3,1,39,1
4094,1,2,3,21,1,1,2,6,1,21,1
4095,1,1,2,55,1,1,2,3,1,55,1
4096,1,1,2,20,1,1,2,4,1,40,1
4097,8,2,4,6,1,1,1,9,67,6,1
4098,1,1,2,56,1,1,2,4,1,8,1
4099,1,2,1,34,1,1,2,2,1,34,1
4100,1,2,2,17,1,1,2,3,1,17,1
4101,1,2,3,1,1,1,2,6,1,166,1
4102,1,1,4,49,1,1,2,8,1,49,1
4103,6,2,1,42,1,1,2,2,1,42,1
4104,1,1,3,54,1,1,2,5,1,54,1
4105,9,2,3,21,1,1,2,6,68,21,1
4106,1,2,1,36,1,1,2,2,1,36,1
4107,9,2,3,21,1,1,1,6,68,21,1
4108,6,2,9,56,1,1,2,0,1,45,1
4109,1,1,2,20,1,1,2,4,1,20,1
4110,1,1,3,48,1,1,1,7,1,48,1
4111,1,1,2,18,1,1,2,3,1,18,1
4112,1,1,4,41,1,1,2,9,1,6,1
4113,1,2,1,36,1,1,2,2,1,36,1
4114,1,2,1,25,1,1,2,1,1,23,1
4115,1,1,4,35,1,1,2,8,1,48,1
4116,1,2,3,1,1,1,2,6,1,1,1
4117,9,2,3,8,1,1,2,5,68,37,1
4118,1,2,1,42,1,1,2,2,1,463,1
4119,1,2,3,1,1,1,2,6,1,1,1
4120,2,1,3,45,1,1,1,5,2,45,1
4121,1,2,1,25,1,1,2,1,1,25,1
4122,1,1,2,46,1,1,2,4,1,46,1
4123,2,1,1,36,1,1,2,2,2,36,1
4124,9,2,4,6,1,1,2,9,68,6,1
4125,8,1,4,8,1,1,2,8,67,6,1
4126,1,2,3,1,1,1,1,6,1,12,1
4127,1,2,1,42,1,1,2,2,1,42,1
4128,1,1,3,37,1,1,1,5,1,25,1
4129,9,1,4,6,1,1,2,9,68,6,1
4130,2,1,4,6,1,1,2,9,1,6,1
4131,1,2,2,26,1,1,2,3,1,26,1
4132,1,1,1,34,1,1,2,2,1,36,1
4133,9,1,3,48,1,1,2,7,1,48,1
4134,1,1,2,17,1,1,2,3,1,17,1
4135,1,1,4,6,1,1,2,9,1,6,1
4136,1,1,3,21,1,1,2,6,1,21,1
4137,1,1,3,12,1,1,2,5,1,364,3
4138,3,1,4,53,1,1,2,9,1,30,1
4139,1,1,2,27,1,1,2,4,1,27,1
4140,1,1,2,26,1,1,2,3,1,26,1
4141,8,2,4,53,1,1,2,9,67,53,1
4142,1,2,1,36,1,1,2,2,1,36,1
4143,1,1,1,44,1,1,2,1,1,42,1
4144,1,1,2,18,1,1,2,3,1,18,1
4145,2,1,1,36,1,1,2,2,2,36,1
4146,8,2,3,21,1,1,2,6,67,6,1
4147,1,1,3,12,1,1,2,5,1,27,1
4148,1,1,3,40,1,1,1,7,1,40,1
4149,9,2,4,6,1,1,2,9,68,6,1
4150,1,1,3,47,1,1,2,6,1,47,1
4151,6,2,3,51,1,1,2,5,1,17,1
4152,1,1,3,48,1,1,2,7,1,48,1
4153,1,2,2,37,1,1,2,4,1,29,1
4154,9,2,4,6,1,1,2,9,68,6,1
4155,1,2,3,47,1,1,1,6,1,47,1
4156,1,1,3,48,1,1,2,7,1,48,1
4157,1,1,2,17,1,1,2,3,1,17,1
4158,1,2,3,21,1,1,2,6,1,21,1
4159,1,1,4,4,1,1,2,8,1,6,1
4160,8,1,9,72,2,1,2,0,67,72,2
4161,2,2,3,48,1,1,2,7,2,48,1
4162,1,2,2,20,1,1,2,4,1,20,1
4163,1,2,4,53,1,1,2,9,1,9,1
4164,1,1,3,12,1,1,2,5,1,22,1
4165,1,1,2,39,1,1,2,3,1,39,1
4166,1,2,3,12,1,1,2,5,1,12,1
4167,1,2,1,34,1,1,2,2,1,36,1
4168,1,1,1,34,1,1,2,2,1,34,1
4169,2,2,4,4,1,1,1,8,2,53,1
4170,2,1,3,13,1,1,2,5,2,28,1
4171,9,1,4,6,1,1,2,9,68,6,1
4172,8,2,3,48,1,1,2,7,67,48,1
4173,9,2,3,48,1,1,2,7,68,48,1
4174,1,2,2,19,1,1,2,4,1,6,1
4175,1,1,3,12,1,1,1,5,1,11,1
4176,1,1,3,21,1,1,1,6,1,21,1
4177,1,2,2,29,1,1,2,4,1,29,1
4178,1,2,4,6,1,1,2,9,1,6,1
4179,1,2,2,55,1,1,1,3,1,17,1
4180,1,2,4,6,1,1,2,9,1,6,1
4181,1,1,1,36,1,1,2,2,1,36,1
4182,1,2,3,37,1,1,2,5,1,37,1
4183,1,2,3,45,1,1,2,5,1,45,1
4184,2,1,2,17,1,1,2,3,2,17,1
4185,1,1,3,48,1,1,2,7,1,48,1
4186,8,1,4,6,1,1,2,9,67,6,1
4187,2,2,2,17,1,1,2,3,2,17,1
4188,1,1,1,33,1,1,2,1,1,25,1
4189,1,2,3,12,1,1,2,5,1,34,1
4190,1,1,2,26,1,1,2,3,1,26,1
4191,1,2,3,28,1,1,2,6,1,28,1
4192,1,2,4,41,1,1,1,9,1,31,1
4193,1,2,2,18,1,1,2,3,1,18,1
4194,1,2,3,5,1,1,2,7,1,6,1
4195,1,2,3,48,1,1,2,7,1,48,1
4196,1,2,4,2,1,1,2,9,1,13,1
4197,1,2,1,42,1,1,2,2,1,42,1
4198,1,1,2,17,1,1,2,3,1,17,1
4199,1,2,2,26,1,1,2,3,1,26,1
4200,2,1,4,6,1,1,2,9,2,6,1
4201,9,1,3,40,1,1,2,7,68,40,1
4202,1,1,3,21,1,1,2,6,1,21,1
4203,1,1,1,42,1,1,2,2,1,42,1
4204,9,1,3,48,1,1,1,7,68,48,1
4205,1,2,4,8,1,1,2,8,1,23,1
4206,1,1,2,20,1,1,1,4,1,31,1
4207,1,2,2,17,1,1,2,3,1,17,1
4208,1,1,3,47,1,1,2,6,1,51,1
4209,1,1,3,47,1,1,2,6,1,47,1
4210,1,2,3,5,1,1,2,7,1,35,1
4211,2,2,4,4,1,1,2,8,2,11,1
4212,1,2,1,42,1,1,2,2,1,42,1
4213,1,1,3,54,1,1,1,5,1,54,1
4214,6,2,4,6,1,1,2,9,1,6,1
4215,1,2,3,24,1,1,2,5,1,24,1
4216,1,2,2,51,1,1,2,3,1,55,1
4217,1,2,3,1,1,1,2,6,1,1,1
4218,1,2,3,51,1,1,2,5,1,37,1
4219,1,2,3,37,1,1,2,5,1,37,1
4220,1,1,2,26,1,1,2,3,1,26,1
4221,1,2,2,39,1,1,2,3,1,39,1
4222,1,1,3,47,1,1,1,6,1,47,1
4223,1,1,1,9,1,1,2,1,1,42,1
4224,1,2,3,40,1,1,2,7,1,20,1
4225,1,2,4,41,1,1,2,9,1,41,1
4226,1,1,3,48,1,1,2,7,1,48,1
4227,1,1,2,18,1,1,1,3,1,18,1
4228,1,2,4,53,1,1,1,9,1,53,1
4229,9,1,2,17,1,1,2,3,68,17,1
4230,1,2,2,17,1,1,2,3,1,17,1
4231,1,1,4,6,1,1,2,9,1,6,1
4232,1,1,3,12,1,1,2,5,1,12,1
4233,1,2,4,16,1,1,2,9,1,6,1
4234,1,1,2,26,1,1,2,3,1,26,1
4235,1,2,4,53,1,1,2,9,1,53,1
4236,9,2,4,4,1,1,2,9,68,6,1
4237,9,1,1,34,1,1,2,2,68,34,1
4238,1,2,2,29,1,1,2,4,1,27,1
4239,1,1,2,29,1,1,2,4,1,29,1
4240,1,2,4,4,1,1,1,8,1,35,1
4241,1,2,3,48,1,1,2,7,1,48,1
4242,1,1,1,25,1,1,1,1,1,25,1
4243,8,1,4,8,1,1,2,8,67,8,1
4244,9,1,4,53,1,1,2,9,68,2,1
4245,1,2,3,1,1,1,2,6,1,1,1
4246,1,2,2,18,1,1,2,3,1,26,1
4247,1,2,3,12,1,1,2,5,1,36,1
4248,6,1,4,6,1,1,2,9,1,6,1
4249,1,2,2,18,1,1,2,3,1,17,1
4250,2,2,3,24,1,1,2,5,2,51,1
4251,1,2,3,24,1,1,2,5,1,36,1
4252,1,1,3,12,1,1,2,5,1,42,1
4253,1,2,3,13,1,1,2,5,1,13,1
4254,1,1,2,18,1,1,2,3,1,18,1
4255,1,1,1,36,1,1,2,2,1,36,1
4256,1,1,2,29,1,1,2,4,1,29,1
4257,1,1,3,28,1,1,1,6,1,28,1
4258,9,1,4,15,1,1,2,9,68,15,1
4259,1,2,1,36,1,1,1,2,1,36,1
4260,1,1,1,34,1,1,1,2,1,36,1
4261,9,1,4,6,1,1,2,9,68,6,1
4262,1,2,3,51,1,1,2,5,1,51,1
4263,1,1,2,27,1,1,2,4,1,27,1
4264,1,1,3,54,1,1,2,5,1,54,1
4265,1,1,2,29,1,1,1,4,1,29,1
4266,1,1,3,56,1,1,2,7,1,22,1
4267,9,2,4,53,1,1,2,9,68,38,1
4268,1,2,1,42,1,1,2,2,1,42,1
4269,1,1,1,36,1,1,2,2,1,36,1
4270,2,2,4,6,1,1,2,9,2,6,1
4271,1,1,1,50,1,1,2,1,1,36,1
4272,1,2,1,23,1,1,1,1,1,23,1
4273,1,2,2,29,1,1,2,4,1,17,1
4274,1,2,1,36,1,1,2,2,1,36,1
4275,6,1,4,6,1,1,2,9,1,6,1
4276,2,2,3,37,1,1,2,5,2,37,1
4277,1,1,3,45,1,1,2,5,1,45,1
4278,2,2,3,45,1,1,2,5,2,45,1
4279,1,1,4,6,1,1,1,9,1,6,1
4280,1,2,1,42,1,1,2,2,1,42,1
4281,1,1,3,21,1,1,2,6,1,21,1
4282,1,2,4,8,1,1,2,8,1,8,1
4283,1,2,3,54,1,1,2,5,1,54,1
4284,2,1,3,1,1,1,2,6,2,1,1
4285,1,2,3,47,1,1,1,6,1,47,1
4286,1,1,1,36,1,1,2,2,1,361,1
4287,1,2,2,27,1,1,2,4,1,27,1
4288,1,2,3,23,1,1,1,7,1,40,1
4289,9,1,3,48,1,1,2,7,68,48,1
4290,1,2,2,17,1,1,2,3,1,17,1
4291,2,1,3,48,1,1,1,7,1,48,1
4292,1,2,1,42,1,1,1,2,1,42,1
4293,1,1,2,27,1,1,2,4,1,27,1
4294,9,2,3,42,1,1,2,5,68,42,1
4295,1,2,3,1,1,1,1,6,1,1,1
4296,2,1,1,34,1,1,2,2,2,36,1
4297,1,2,2,17,1,1,2,3,1,17,1
4298,9,1,2,18,1,1,1,3,68,18,1
4299,2,1,3,45,1,1,2,5,2,45,1
4300,9,2,3,13,1,1,2,5,68,36,1
4301,2,2,1,36,1,1,1,2,2,36,1
4302,1,1,1,25,1,1,2,1,1,25,1
4303,1,1,1,42,1,1,2,2,1,42,1
4304,1,1,4,6,1,1,2,9,1,157,1
4305,1,1,3,13,1,1,1,5,1,12,1
4306,1,1,1,36,1,1,2,2,1,36,1
4307,1,2,4,6,1,1,2,9,1,6,1
4308,1,2,1,36,1,1,2,2,1,36,1
4309,1,1,4,53,1,1,2,9,1,39,1
4310,1,1,3,45,1,1,2,5,1,45,1
4311,9,2,3,40,1,1,2,7,68,40,1
4312,9,2,1,9,1,1,2,1,68,25,1
4313,1,2,3,48,1,1,2,7,1,48,1
4314,1,1,2,18,1,1,2,3,1,18,1
4315,9,1,1,33,1,1,2,1,68,33,1
4316,9,1,9,72,2,1,1,0,68,72,2
4317,1,1,2,20,1,1,2,4,1,20,1
4318,1,1,2,27,1,1,1,4,1,27,1
4319,1,2,1,33,1,1,2,1,1,33,1
4320,1,1,3,5,1,1,1,7,1,5,1
4321,1,2,2,39,1,1,2,3,1,39,1
4322,2,2,1,34,1,1,2,2,2,34,1
4323,1,1,1,42,1,1,2,2,1,42,1
4324,9,2,1,36,1,1,1,2,68,36,2
4325,1,2,3,12,1,1,1,5,1,39,1
4326,1,2,3,51,1,1,2,5,1,13,1
4327,1,2,3,48,1,1,2,7,1,48,1
4328,9,1,4,6,1,1,2,9,68,6,1
4329,1,1,2,31,1,1,2,4,1,31,1
4330,9,2,3,24,1,1,2,5,68,24,1
4331,1,1,3,48,1,1,2,7,1,48,1
4332,1,2,2,39,1,1,1,3,1,39,1
4333,1,2,3,51,1,1,2,5,1,100,1
4334,1,1,2,39,1,1,2,3,1,39,1
4335,1,2,1,42,1,1,2,2,1,42,1
4336,1,2,3,54,1,1,2,5,1,54,1
4337,1,2,4,26,1,1,2,9,1,6,1
4338,9,1,1,34,1,1,2,2,68,34,1
4339,1,2,4,49,1,1,2,8,1,49,1
4340,1,1,3,21,1,1,2,6,1,21,1
4341,1,2,1,42,1,1,2,2,1,42,1
4342,1,2,4,4,1,1,2,8,1,31,1
4343,1,1,3,48,1,1,2,7,1,48,1
4344,1,1,3,48,1,1,2,7,1,48,1
4345,1,2,2,18,1,1,2,3,1,18,1
4346,1,1,1,42,1,1,2,2,1,42,1
4347,1,1,1,36,1,1,2,2,1,36,1
4348,1,2,1,34,1,1,2,2,1,42,1
4349,1,1,4,8,1,1,2,8,1,17,1
4350,1,1,3,47,1,1,2,6,1,42,1
4351,1,2,4,6,1,1,2,9,1,6,1
4352,9,2,3,24,1,1,2,5,68,24,1
4353,1,2,1,25,1,1,2,1,1,44,1
4354,9,1,1,42,1,1,2,2,68,42,1
4355,1,1,1,44,1,1,2,2,64,36,1
4356,1,2,1,42,1,1,2,2,1,42,1
4357,1,1,2,27,1,1,2,4,1,27,1
4358,1,2,3,13,1,1,2,5,1,51,1
4359,1,2,3,13,1,1,2,5,1,8,1
4360,1,1,3,12,1,1,2,5,1,17,1
4361,1,1,2,27,1,1,2,4,1,27,1
4362,9,1,2,38,1,1,2,4,68,6,1
4363,1,1,4,8,1,1,2,8,1,8,1
4364,1,1,3,13,1,1,2,5,1,13,1
4365,1,1,2,26,1,1,2,3,1,26,1
4366,1,2,4,35,1,1,2,8,1,6,1
4367,1,1,3,13,1,1,2,5,1,13,1
4368,9,2,2,39,1,1,1,3,68,39,1
4369,1,2,4,6,1,1,2,9,1,6,1
4370,2,2,1,25,1,1,2,1,2,25,1
4371,1,1,1,34,1,1,2,2,1,34,1
4372,1,1,1,42,1,1,2,2,1,42,1
4373,1,1,4,6,1,1,1,9,1,6,1
4374,1,1,3,22,1,1,2,7,1,22,1
4375,1,1,4,6,1,1,2,9,1,6,1
4376,9,1,4,8,1,1,2,8,68,8,1
4377,1,2,3,47,1,1,1,6,1,47,1
4378,1,2,4,6,1,1,1,9,1,6,1
4379,1,1,4,53,1,1,2,9,1,66,2
4380,1,1,3,21,1,1,2,6,1,21,1
4381,9,2,4,41,1,1,2,9,68,41,1
4382,1,2,1,23,1,1,2,1,1,23,1
4383,1,1,4,35,1,1,2,8,1,35,1
4384,8,2,1,42,1,1,2,2,67,42,2
4385,1,1,4,34,1,1,2,8,1,30,1
4386,2,1,3,22,1,1,2,7,2,22,1
4387,2,2,3,1,1,1,2,6,2,1,1
4388,1,1,2,29,1,1,2,4,1,29,1
4389,1,1,4,6,1,1,2,9,1,6,1
4390,1,1,4,6,1,1,2,9,1,6,1
4391,1,2,2,26,1,1,2,3,1,26,1
4392,1,2,1,33,1,1,2,1,1,23,1
4393,8,1,1,23,1,1,1,1,67,6,1
4394,1,1,2,26,1,1,2,3,1,26,1
4395,9,1,2,39,1,1,2,3,68,39,1
4396,1,1,2,17,1,1,2,3,1,17,1
4397,1,1,3,51,1,2,2,5,1,215,4
4398,1,2,1,9,1,1,2,1,1,9,1
4399,1,2,2,17,1,1,2,3,1,17,1
4400,1,1,2,18,1,1,2,3,1,18,1
4401,2,1,3,13,1,1,2,5,2,13,1
4402,1,2,4,6,1,1,2,9,1,6,1
4403,1,1,3,54,1,1,2,5,1,54,1
4404,2,2,3,12,1,1,2,5,2,332,3
4405,1,1,2,39,1,1,2,3,1,39,1
4406,1,2,1,42,1,1,2,2,1,42,1
4407,1,1,4,6,1,1,2,9,1,6,1
4408,1,1,2,55,1,1,2,3,1,55,1
4409,1,2,1,36,1,1,2,2,1,36,1
4410,1,1,1,36,1,1,2,2,1,36,1
4411,1,2,3,40,1,1,2,7,1,40,1
4412,5,2,4,49,1,1,2,8,1,49,1
4413,6,1,3,48,1,1,2,7,1,48,1
4414,1,2,3,37,1,1,2,5,1,37,1
4415,1,2,1,25,1,1,2,1,1,44,1
4416,1,2,3,46,1,1,1,6,1,78,2
4417,2,1,3,51,1,1,2,5,2,51,1
4418,1,2,3,1,1,1,2,6,1,1,1
4419,1,1,4,8,1,1,2,8,1,8,1
4420,1,1,3,12,1,1,2,5,1,36,1
4421,9,2,1,36,1,1,2,2,68,36,1
4422,1,1,3,5,1,1,2,7,1,5,1
4423,1,1,3,51,1,1,2,5,1,51,1
4424,1,1,1,36,1,1,1,2,1,36,1
4425,1,2,3,22,1,1,2,5,1,22,1
4426,9,1,3,48,1,1,2,7,68,48,1
4427,9,2,3,48,1,1,2,7,68,41,1
4428,8,1,9,72,2,1,1,0,67,72,2
4429,1,2,4,6,1,1,2,9,1,6,1
4430,1,2,2,28,1,1,2,4,1,28,1
4431,9,2,4,4,1,1,2,8,68,26,1
4432,1,1,2,31,1,1,2,4,1,31,1
4433,1,1,1,36,1,1,2,2,1,36,1
4434,1,1,4,8,1,1,2,8,1,8,1
4435,1,1,2,55,1,1,2,3,1,55,1
4436,1,1,3,24,1,1,2,5,1,25,1
4437,9,1,1,34,1,1,2,2,68,34,1
4438,1,2,1,36,1,1,2,2,1,36,1
4439,1,2,2,39,1,1,2,3,1,39,1
4440,1,2,1,42,1,1,2,2,1,42,1
4441,1,1,4,35,1,1,2,8,1,6,1
4442,9,2,3,48,1,1,2,7,68,48,1
4443,1,2,2,19,1,1,1,4,1,19,1
4444,1,1,4,41,1,1,2,9,1,41,1
4445,1,2,3,45,1,1,2,5,1,45,1
4446,2,2,3,48,1,1,2,7,2,48,1
4447,1,1,4,6,1,1,2,9,1,6,1
4448,1,2,3,47,1,1,2,6,1,26,1
4449,1,1,2,29,1,1,2,4,1,29,1
4450,1,1,1,42,1,1,2,2,1,42,1
4451,8,1,4,41,1,1,2,9,67,41,1
4452,2,2,2,29,1,1,1,4,2,29,1
4453,9,2,3,12,1,1,2,5,1,25,1
4454,6,2,2,26,1,1,2,3,57,159,1
4455,1,1,3,12,1,1,1,5,1,34,1
4456,9,2,1,36,1,1,2,2,68,36,1
4457,6,2,4,6,1,1,2,9,1,6,1
4458,1,2,2,19,1,1,2,4,1,19,1
4459,1,1,3,40,1,1,1,7,1,20,1
4460,1,1,3,40,1,1,1,7,1,20,1
4461,1,1,3,5,1,1,2,7,1,55,1
4462,1,2,3,1,1,1,2,6,1,1,1
4463,1,1,3,48,1,1,2,7,1,48,1
4464,1,1,4,4,1,1,1,8,1,4,1
4465,1,2,2,29,1,1,2,4,1,29,1
4466,9,2,1,9,1,1,2,1,68,6,1
4467,9,1,4,6,1,1,2,9,68,6,1
4468,2,1,3,37,1,1,2,5,2,501,1
4469,1,1,4,4,1,1,2,8,1,4,1
4470,1,2,1,34,1,1,2,2,1,34,1
4471,8,2,4,6,1,1,2,9,67,6,1
4472,1,2,3,12,1,1,2,5,1,39,1
4473,1,2,1,36,1,1,2,2,1,36,1
4474,1,1,2,39,1,1,2,3,1,39,1
4475,1,1,2,18,1,1,2,3,1,18,1
4476,1,2,3,12,1,1,2,5,1,29,1
