ID,RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
413,2,2,3,10400.0,1,,1,1,6.0,19.0,1,4.0
414,2,2,3,5000.0,1,1.0,1,1,6.0,1.0,2,4.0
415,1,2,3,35000.0,1,5.0,1,1,1.0,16.0,1,4.0
416,2,1,3,21000.0,1,1.0,5,2,1.0,21.0,2,4.0
417,2,1,3,450800.0,1,1.0,1,1,1.0,17.0,2,2.0
418,9,2,3,0.0,1,,4,2,1.0,20.0,2,4.0
419,1,2,3,17600.0,1,,1,1,3.0,16.0,1,4.0
420,1,2,3,6400.0,1,,1,1,1.0,17.0,2,4.0
421,1,2,3,26600.0,1,2.0,1,1,1.0,16.0,2,4.0
422,1,2,3,31400.0,1,,1,1,3.0,22.0,2,4.0
423,2,1,3,32000.0,1,1.0,1,1,2.0,19.0,2,4.0
424,1,2,3,35000.0,1,3.0,1,1,6.0,21.0,2,4.0
425,1,2,3,0.0,1,,1,1,1.0,21.0,2,4.0
426,2,2,3,15500.0,1,,1,1,3.0,21.0,2,4.0
427,1,2,3,15000.0,1,,1,1,1.0,22.0,2,4.0
428,1,2,3,0.0,1,3.0,1,1,1.0,16.0,2,4.0
429,2,2,3,22700.0,1,2.0,1,1,6.0,16.0,2,4.0
430,1,1,3,28000.0,1,1.0,1,1,6.0,19.0,2,4.0
431,1,1,3,66100.0,1,,1,1,3.0,20.0,1,2.0
432,1,2,3,41000.0,1,1.0,1,1,4.0,19.0,2,4.0
433,1,1,3,,1,,1,1,,11.0,2,
434,1,1,3,1300.0,1,,1,1,1.0,16.0,1,4.0
435,1,1,3,4000.0,1,1.0,1,1,6.0,19.0,2,4.0
436,1,2,3,13870.0,1,,1,1,3.0,16.0,2,4.0
437,1,1,3,27400.0,1,,1,1,1.0,14.0,1,4.0
438,1,2,3,6000.0,1,,1,1,1.0,12.0,2,4.0
439,8,1,3,20000.0,1,1.0,2,1,4.0,16.0,2,4.0
440,2,2,3,,1,,1,1,,8.0,2,
441,2,2,3,,1,,1,1,,5.0,2,
442,1,1,3,100350.0,1,2.0,1,1,1.0,21.0,2,4.0
443,2,2,3,40000.0,1,1.0,1,1,1.0,20.0,2,4.0
444,2,1,3,25000.0,1,1.0,1,1,6.0,16.0,2,4.0
445,2,2,3,,1,,1,1,,3.0,2,
446,1,1,3,52200.0,1,,1,1,1.0,16.0,2,3.0
447,2,2,3,0.0,1,,1,1,6.0,13.0,2,
448,1,2,3,28800.0,1,4.0,1,1,1.0,20.0,2,4.0
449,1,1,3,3600.0,1,1.0,1,1,4.0,1.0,2,4.0
450,1,2,3,,1,,1,1,,,2,
451,9,1,3,,1,,1,1,,1.0,2,
452,1,2,3,0.0,1,,1,1,1.0,15.0,1,4.0
453,1,1,3,,1,,1,1,,,2,
454,2,2,3,33000.0,1,4.0,1,1,3.0,21.0,2,4.0
455,1,1,3,71500.0,1,,1,1,1.0,19.0,2,2.0
456,1,1,3,,1,,1,1,,11.0,2,
457,2,1,3,,1,,1,1,,4.0,2,
458,1,1,3,9000.0,1,,1,1,6.0,19.0,1,4.0
459,1,1,3,50000.0,1,1.0,1,1,1.0,20.0,2,4.0
460,2,1,3,,1,,1,1,,3.0,2,
461,1,1,3,36800.0,1,,1,1,3.0,16.0,2,3.0
462,1,2,3,0.0,1,,1,1,1.0,18.0,2,4.0
463,9,1,3,0.0,1,,1,1,6.0,13.0,2,4.0
464,1,2,3,12100.0,1,2.0,1,1,1.0,21.0,2,4.0
465,9,1,3,174050.0,1,1.0,1,1,1.0,21.0,2,4.0
466,1,2,3,68000.0,1,1.0,1,1,1.0,21.0,2,4.0
467,1,2,3,60000.0,1,1.0,1,1,6.0,12.0,2,4.0
468,1,2,3,60000.0,1,3.0,1,1,1.0,22.0,2,4.0
469,8,1,3,28000.0,1,1.0,5,2,1.0,8.0,2,4.0
470,1,2,3,170000.0,1,7.0,1,1,1.0,21.0,2,4.0
471,1,1,3,,1,,1,1,,,2,
472,2,2,3,35000.0,1,1.0,1,1,4.0,18.0,2,4.0
473,9,2,3,28600.0,1,,1,1,3.0,19.0,2,4.0
474,2,2,3,,1,,1,1,,1.0,2,
475,1,1,3,8800.0,1,4.0,1,1,6.0,21.0,2,4.0
476,1,1,3,74000.0,1,1.0,1,1,1.0,19.0,2,4.0
477,1,1,3,,1,,1,1,,3.0,2,
478,1,1,3,130000.0,1,6.0,1,1,1.0,19.0,2,4.0
479,1,1,3,51000.0,1,1.0,1,1,6.0,18.0,2,3.0
480,1,2,3,15000.0,1,,1,1,3.0,17.0,2,4.0
481,1,2,3,10000.0,1,,1,1,4.0,16.0,1,4.0
482,1,1,3,,1,,1,1,,5.0,2,
483,1,1,3,50000.0,1,1.0,1,1,1.0,15.0,2,4.0
484,1,1,3,60000.0,1,3.0,1,1,1.0,22.0,2,4.0
485,2,2,3,39000.0,1,3.0,1,1,6.0,18.0,1,4.0
486,2,1,4,1190.0,2,3.0,1,1,6.0,17.0,2,4.0
487,4,2,4,0.0,2,1.0,1,1,6.0,20.0,1,4.0
488,1,1,4,0.0,2,,1,1,6.0,14.0,2,4.0
489,1,1,4,13000.0,2,,1,1,6.0,16.0,1,2.0
490,4,2,4,15500.0,2,5.0,1,1,1.0,19.0,2,4.0
491,4,1,4,44700.0,2,,1,1,4.0,16.0,2,4.0
492,1,2,4,28000.0,2,1.0,1,1,6.0,18.0,2,4.0
493,3,2,4,38000.0,2,6.0,1,1,1.0,18.0,2,4.0
494,4,2,4,,2,,1,1,,6.0,2,
495,9,1,4,,2,,1,1,,3.0,2,
496,4,1,4,,2,,1,1,,,2,
497,4,2,4,39000.0,2,3.0,1,1,6.0,20.0,2,4.0
498,1,2,4,18700.0,2,,1,1,3.0,18.0,2,4.0
499,1,1,4,6000.0,2,6.0,1,1,1.0,14.0,2,4.0
500,1,2,4,0.0,2,,1,1,1.0,16.0,2,4.0
501,1,2,4,9100.0,2,1.0,1,1,1.0,21.0,2,4.0
502,4,1,4,27800.0,2,1.0,1,1,1.0,16.0,2,2.0
503,1,1,4,51300.0,2,1.0,1,1,4.0,15.0,2,4.0
504,6,2,4,,2,,1,1,,1.0,2,
505,1,2,4,,2,,1,1,,3.0,2,
506,9,1,4,0.0,2,,1,1,6.0,12.0,2,
507,1,1,4,29000.0,2,,1,1,1.0,21.0,2,3.0
508,1,1,4,50000.0,2,1.0,1,1,1.0,16.0,2,4.0
509,7,2,4,,2,,1,1,,5.0,2,
510,4,1,4,,2,,1,1,,2.0,2,
511,6,2,4,27600.0,2,1.0,4,2,4.0,16.0,2,4.0
512,1,1,4,76200.0,2,7.0,1,1,1.0,20.0,2,4.0
513,1,1,4,0.0,2,4.0,1,1,6.0,16.0,2,2.0
514,1,2,4,87400.0,2,,1,1,3.0,16.0,2,4.0
515,9,1,4,,2,,1,1,,9.0,2,
516,8,1,4,37400.0,2,1.0,4,2,6.0,20.0,2,4.0
517,9,2,4,79100.0,2,3.0,1,1,4.0,17.0,2,4.0
518,1,2,4,89090.0,2,5.0,1,1,1.0,22.0,2,2.0
519,1,1,4,960.0,2,,1,1,1.0,16.0,2,4.0
520,6,2,4,1300.0,2,1.0,4,2,1.0,21.0,2,4.0
521,6,2,4,,2,,4,2,,11.0,2,
522,4,1,4,5200.0,2,3.0,1,1,6.0,16.0,2,4.0
523,4,2,4,12490.0,2,,1,1,1.0,12.0,1,4.0
524,4,1,4,,2,,1,1,,5.0,2,
525,4,2,4,,2,,1,1,,5.0,2,
526,1,2,4,128000.0,2,5.0,1,1,6.0,24.0,2,4.0
527,1,1,4,70000.0,2,5.0,1,1,1.0,19.0,2,1.0
528,1,2,4,5200.0,2,2.0,1,1,1.0,21.0,2,4.0
529,1,1,4,115000.0,2,5.0,1,1,1.0,16.0,2,4.0
530,4,1,4,1190.0,2,1.0,1,1,6.0,16.0,2,4.0
531,1,1,4,81100.0,2,1.0,1,1,6.0,19.0,2,2.0
532,8,1,4,1100.0,2,1.0,1,1,1.0,20.0,1,4.0
533,9,2,4,1600.0,2,,1,1,6.0,13.0,2,
534,1,1,4,48000.0,2,1.0,1,1,1.0,16.0,1,4.0
535,4,1,4,21500.0,2,3.0,1,1,1.0,16.0,1,4.0
536,4,1,4,28490.0,2,3.0,1,1,6.0,22.0,2,4.0
537,2,1,4,80990.0,2,1.0,1,1,1.0,19.0,2,4.0
538,4,1,4,,2,,1,1,,10.0,2,
539,1,1,4,,2,,1,1,,,2,
540,1,2,4,1900.0,2,5.0,1,1,6.0,19.0,2,4.0
541,4,2,4,70100.0,2,3.0,1,1,3.0,16.0,2,4.0
542,1,2,4,35000.0,2,1.0,1,1,4.0,20.0,1,2.0
543,1,2,4,11390.0,2,,1,1,1.0,19.0,2,4.0
544,9,1,4,65990.0,2,1.0,1,1,4.0,16.0,2,4.0
545,1,2,4,14960.0,2,,1,1,1.0,20.0,1,4.0
546,4,2,4,20000.0,2,4.0,1,1,6.0,13.0,2,
547,9,1,4,,2,,1,1,,8.0,2,
548,8,1,4,12000.0,2,2.0,1,1,6.0,19.0,1,4.0
549,4,2,4,22300.0,2,,1,1,1.0,16.0,1,4.0
550,1,1,4,59200.0,2,1.0,1,1,1.0,18.0,1,4.0
551,4,1,4,8790.0,2,3.0,1,1,6.0,16.0,2,4.0
552,1,1,4,14900.0,2,6.0,1,1,6.0,16.0,2,4.0
553,1,1,4,2600.0,2,1.0,1,1,3.0,17.0,1,3.0
554,1,2,4,67890.0,2,4.0,1,1,2.0,17.0,2,4.0
555,1,2,4,28000.0,2,4.0,1,1,1.0,19.0,1,4.0
556,1,2,4,0.0,4,,1,1,6.0,19.0,1,4.0
557,1,1,4,23000.0,4,5.0,1,1,6.0,18.0,2,1.0
558,1,1,4,8000.0,4,1.0,1,1,6.0,18.0,2,4.0
559,8,1,4,0.0,4,,5,2,2.0,15.0,2,4.0
560,1,1,4,15600.0,4,,1,1,2.0,19.0,2,4.0
561,1,1,4,0.0,4,,1,1,2.0,15.0,1,2.0
562,1,1,4,0.0,4,,1,1,6.0,17.0,2,4.0
563,2,1,4,7500.0,4,1.0,1,1,6.0,19.0,2,4.0
564,8,2,4,0.0,4,,1,1,6.0,19.0,2,4.0
565,8,1,4,0.0,4,,1,1,2.0,17.0,2,4.0
566,1,2,4,0.0,4,,1,1,6.0,19.0,1,4.0
567,1,1,4,60000.0,4,,1,1,2.0,23.0,2,2.0
568,1,1,4,42200.0,4,,1,1,2.0,18.0,1,4.0
569,6,2,4,500.0,4,4.0,1,1,6.0,18.0,1,4.0
570,9,2,4,0.0,4,,1,1,6.0,16.0,2,4.0
571,9,2,4,0.0,4,,1,1,6.0,13.0,2,
572,1,1,4,20400.0,4,1.0,1,1,4.0,15.0,2,4.0
573,9,1,4,580.0,4,,1,1,6.0,17.0,2,4.0
574,1,2,4,10800.0,4,,1,1,4.0,17.0,1,4.0
575,1,2,4,0.0,4,1.0,1,1,3.0,16.0,1,4.0
576,1,2,4,18400.0,4,1.0,1,1,6.0,20.0,2,4.0
577,1,2,4,0.0,4,1.0,1,1,3.0,16.0,1,4.0
578,1,2,4,14400.0,4,2.0,1,1,6.0,17.0,1,4.0
579,1,2,4,0.0,4,,1,1,6.0,19.0,2,4.0
580,9,1,4,0.0,4,,1,1,2.0,14.0,1,4.0
581,8,2,4,0.0,4,,1,1,6.0,18.0,2,4.0
582,1,1,4,0.0,4,,4,2,4.0,21.0,1,4.0
583,1,2,4,0.0,4,,1,1,6.0,16.0,2,4.0
584,2,1,4,22000.0,4,4.0,3,1,6.0,16.0,2,2.0
585,8,1,4,0.0,4,,4,2,6.0,11.0,2,
586,3,1,4,0.0,4,,1,1,5.0,17.0,1,4.0
587,1,2,4,0.0,4,,1,1,6.0,16.0,1,4.0
588,1,2,4,11200.0,4,,1,1,6.0,17.0,1,4.0
589,1,1,4,11000.0,4,,1,1,6.0,17.0,2,4.0
590,1,1,4,720.0,4,,4,2,6.0,16.0,2,4.0
591,1,1,4,0.0,4,,1,1,3.0,22.0,1,4.0
592,2,2,4,18300.0,4,,1,1,6.0,1.0,1,4.0
593,1,1,4,0.0,4,,1,1,6.0,16.0,2,4.0
594,9,1,4,17000.0,4,3.0,1,1,4.0,16.0,1,4.0
595,1,2,4,6000.0,4,1.0,1,1,4.0,17.0,2,4.0
596,1,1,4,,4,,1,1,,4.0,2,
597,1,2,4,75000.0,4,1.0,1,1,1.0,22.0,2,4.0
598,1,2,4,,4,,1,1,,8.0,2,
599,1,1,4,84000.0,4,,1,1,4.0,21.0,2,3.0
600,1,2,4,9660.0,4,,1,1,1.0,19.0,1,4.0
601,1,1,4,,4,,1,1,,4.0,2,
602,6,2,4,,4,,1,1,,,2,
603,1,1,4,67400.0,4,,1,1,1.0,16.0,2,4.0
604,7,2,4,1000.0,4,,5,2,1.0,19.0,1,4.0
605,1,1,4,0.0,4,,1,1,1.0,19.0,1,2.0
606,1,2,4,27700.0,4,,1,1,1.0,20.0,2,4.0
607,3,2,4,17200.0,4,,1,1,3.0,21.0,2,4.0
608,1,2,4,30000.0,4,1.0,1,1,4.0,19.0,2,4.0
609,9,1,4,13000.0,4,1.0,1,1,6.0,16.0,2,4.0
610,2,1,4,54000.0,4,7.0,1,1,5.0,18.0,2,4.0
611,1,2,4,16000.0,4,1.0,1,1,6.0,16.0,2,4.0
612,1,1,4,,4,,1,1,,4.0,2,
613,1,1,4,45000.0,4,1.0,1,1,6.0,16.0,2,4.0
614,8,1,4,144000.0,4,1.0,1,1,1.0,21.0,2,4.0
615,9,2,4,0.0,4,,4,2,6.0,13.0,2,
616,1,1,4,0.0,4,,1,1,6.0,14.0,2,
617,1,2,4,119000.0,4,3.0,1,1,1.0,23.0,2,4.0
618,1,1,4,13300.0,4,,1,1,2.0,21.0,1,3.0
619,9,2,4,12300.0,4,,1,1,1.0,13.0,1,4.0
620,8,2,4,20000.0,4,1.0,4,2,6.0,20.0,2,4.0
621,1,2,4,45500.0,4,1.0,1,1,6.0,16.0,2,4.0
622,9,2,4,41500.0,4,4.0,1,1,6.0,16.0,2,4.0
623,8,1,4,22500.0,4,,1,1,1.0,18.0,1,4.0
624,8,1,4,37400.0,4,1.0,3,1,6.0,21.0,2,4.0
625,1,2,4,5000.0,4,1.0,1,1,1.0,20.0,2,4.0
626,1,2,4,17000.0,4,1.0,1,1,1.0,17.0,1,4.0
627,1,2,4,0.0,4,,4,2,1.0,16.0,2,4.0
628,1,1,4,512500.0,4,1.0,1,1,1.0,21.0,2,4.0
629,8,2,4,53000.0,4,1.0,1,1,1.0,19.0,2,4.0
630,1,2,4,,4,,1,1,,10.0,2,
631,1,2,4,29100.0,4,1.0,1,1,6.0,16.0,2,4.0
632,1,1,4,114000.0,4,1.0,1,1,1.0,21.0,2,4.0
633,1,2,4,5000.0,4,1.0,1,1,1.0,21.0,2,4.0
634,9,2,4,30000.0,4,,2,1,3.0,7.0,1,4.0
635,9,1,4,4900.0,4,1.0,1,1,6.0,12.0,2,4.0
636,1,1,4,15000.0,4,6.0,1,1,1.0,21.0,2,4.0
637,1,1,4,22000.0,4,1.0,1,1,4.0,6.0,2,4.0
638,1,1,4,101000.0,4,,1,1,6.0,21.0,2,4.0
639,1,2,4,12800.0,4,1.0,1,1,6.0,16.0,2,4.0
640,1,1,4,71000.0,4,,1,1,1.0,22.0,1,4.0
641,1,2,4,93700.0,4,,1,1,3.0,16.0,2,4.0
642,1,2,4,91000.0,4,5.0,1,1,1.0,20.0,2,4.0
643,2,2,4,,4,,1,1,,10.0,2,
644,1,1,4,,4,,1,1,,3.0,2,
645,9,1,4,,4,,1,1,,5.0,2,
646,3,2,4,22800.0,4,,1,1,1.0,22.0,1,4.0
647,8,1,4,50000.0,4,1.0,1,1,6.0,21.0,2,4.0
648,1,1,4,42000.0,4,,1,1,4.0,16.0,1,4.0
649,1,2,4,4000.0,4,1.0,4,2,6.0,21.0,2,4.0
650,1,1,4,39200.0,4,1.0,1,1,1.0,16.0,2,4.0
651,9,2,4,20000.0,4,,1,1,5.0,19.0,2,4.0
652,1,1,4,106100.0,4,,3,1,1.0,18.0,1,4.0
653,1,1,4,495000.0,4,7.0,1,1,1.0,21.0,2,4.0
654,1,2,4,63000.0,4,1.0,1,1,1.0,21.0,2,4.0
655,3,1,4,10900.0,4,1.0,1,1,6.0,16.0,2,4.0
656,6,1,4,120000.0,4,1.0,4,2,6.0,21.0,2,4.0
657,9,2,4,27000.0,4,1.0,1,1,1.0,16.0,2,4.0
658,1,1,4,65000.0,4,3.0,1,1,1.0,20.0,1,4.0
659,1,2,4,10.0,4,,1,1,3.0,24.0,2,4.0
660,1,1,4,85000.0,4,1.0,1,1,1.0,21.0,2,4.0
661,1,1,4,43000.0,4,,1,1,1.0,16.0,2,4.0
662,1,2,4,11600.0,4,,1,1,3.0,19.0,2,4.0
663,6,1,4,100000.0,4,2.0,5,2,1.0,22.0,2,4.0
664,1,2,4,,4,,1,1,,1.0,2,
665,1,2,4,3900.0,4,,1,1,6.0,16.0,2,4.0
666,9,2,4,,4,,1,1,,,2,
667,9,2,4,28000.0,4,3.0,1,1,4.0,19.0,2,4.0
668,1,2,4,21000.0,4,3.0,1,1,4.0,21.0,2,4.0
669,1,1,4,77900.0,4,,1,1,1.0,21.0,2,2.0
670,3,2,4,14000.0,4,,1,1,3.0,16.0,2,4.0
671,1,1,4,43600.0,4,,1,1,1.0,21.0,1,4.0
672,8,2,4,,4,,1,1,,8.0,2,
673,1,2,4,0.0,4,5.0,1,1,1.0,15.0,2,4.0
674,1,2,4,23400.0,4,,1,1,1.0,18.0,1,4.0
675,1,1,4,,4,,1,1,,6.0,2,
676,1,1,4,97600.0,4,1.0,1,1,1.0,17.0,1,4.0
677,9,1,4,,4,,1,1,,1.0,2,
678,1,2,4,42000.0,4,1.0,1,1,6.0,20.0,2,4.0
679,9,1,4,40000.0,4,3.0,1,1,1.0,14.0,2,4.0
680,8,2,4,0.0,4,,1,1,1.0,15.0,2,4.0
681,1,2,4,,4,,1,1,,2.0,2,
682,1,1,4,88000.0,4,1.0,1,1,1.0,19.0,2,4.0
683,9,1,4,30000.0,4,1.0,5,2,1.0,7.0,2,4.0
684,1,2,4,2600.0,4,,1,1,4.0,21.0,1,4.0
685,9,1,4,110000.0,4,3.0,1,1,1.0,21.0,2,4.0
686,1,1,4,,4,,1,1,,7.0,1,
687,1,1,4,,4,,1,1,,5.0,1,
688,1,1,4,52000.0,4,1.0,3,1,1.0,20.0,2,4.0
689,9,2,4,3000.0,4,1.0,1,1,6.0,21.0,2,4.0
690,9,1,4,45000.0,4,1.0,4,2,6.0,22.0,1,4.0
691,1,2,4,33400.0,4,2.0,1,1,4.0,16.0,2,4.0
692,1,2,4,8000.0,4,1.0,1,1,6.0,18.0,2,4.0
693,1,1,4,60000.0,4,,1,1,1.0,22.0,2,4.0
694,1,1,4,40000.0,4,1.0,1,1,6.0,20.0,2,4.0
695,2,2,4,24000.0,4,1.0,1,1,1.0,17.0,2,4.0
696,1,1,4,,4,,1,1,,11.0,2,
697,8,2,4,,4,,1,1,,3.0,2,
698,8,2,4,,4,,3,1,,1.0,2,
699,9,1,4,,4,,1,1,,3.0,1,
700,2,2,4,0.0,4,1.0,1,1,1.0,18.0,2,4.0
701,1,1,4,41700.0,4,,1,1,1.0,21.0,2,2.0
702,9,2,4,0.0,4,,4,2,1.0,18.0,2,4.0
703,1,1,4,100000.0,4,3.0,1,1,1.0,21.0,2,4.0
704,1,1,4,66000.0,4,,1,1,1.0,24.0,1,2.0
705,1,1,4,0.0,4,9.0,1,1,6.0,16.0,2,4.0
706,3,2,4,0.0,4,1.0,1,1,6.0,14.0,2,4.0
707,1,2,4,19700.0,4,3.0,1,1,4.0,19.0,2,4.0
708,9,2,4,0.0,4,,4,2,1.0,23.0,2,4.0
709,1,2,4,19400.0,4,,1,1,1.0,21.0,2,4.0
710,1,2,4,30000.0,4,1.0,1,1,4.0,20.0,1,4.0
711,9,2,4,30000.0,4,1.0,1,1,6.0,16.0,2,4.0
712,1,1,4,39300.0,4,1.0,1,1,6.0,17.0,2,4.0
713,9,2,4,8300.0,4,1.0,4,2,1.0,19.0,2,4.0
714,6,2,4,,4,,1,1,,,2,
715,1,1,4,,4,,1,1,,8.0,2,
716,1,1,4,43000.0,4,1.0,1,1,1.0,16.0,2,4.0
717,1,2,4,63100.0,4,1.0,1,1,4.0,21.0,2,4.0
718,1,1,4,45000.0,4,1.0,1,1,1.0,21.0,2,3.0
719,1,1,4,120000.0,4,1.0,1,1,1.0,16.0,2,4.0
720,9,2,4,6000.0,4,,3,1,6.0,16.0,1,4.0
721,1,2,4,115000.0,4,1.0,1,1,4.0,21.0,2,4.0
722,1,1,4,92880.0,4,8.0,1,1,1.0,18.0,2,2.0
723,1,2,4,170000.0,4,7.0,1,1,1.0,21.0,2,4.0
724,1,2,4,50000.0,4,1.0,1,1,4.0,16.0,2,4.0
725,1,2,4,53500.0,4,6.0,1,1,1.0,21.0,2,4.0
726,1,1,4,80000.0,4,1.0,1,1,4.0,21.0,2,4.0
727,1,2,4,0.0,4,1.0,1,1,1.0,22.0,2,4.0
728,1,1,4,,4,,1,1,,6.0,2,
729,1,1,4,,4,,1,1,,4.0,2,
730,1,2,4,7500.0,4,1.0,3,1,1.0,21.0,2,4.0
731,1,1,4,35800.0,4,,1,1,1.0,16.0,1,4.0
732,1,2,4,16400.0,4,,1,1,3.0,15.0,1,4.0
733,9,1,4,25000.0,4,1.0,4,2,1.0,16.0,2,4.0
734,8,1,4,55000.0,4,1.0,1,1,6.0,16.0,2,4.0
735,1,2,4,67800.0,4,1.0,1,1,6.0,20.0,2,4.0
736,8,1,4,1200.0,4,1.0,1,1,6.0,15.0,2,4.0
737,1,1,4,91500.0,4,,1,1,3.0,21.0,2,2.0
738,1,1,4,95000.0,4,2.0,1,1,4.0,21.0,2,4.0
739,3,2,4,,4,,1,1,,1.0,2,
740,1,1,4,75000.0,4,8.0,1,1,1.0,19.0,2,4.0
741,1,1,4,31600.0,4,2.0,1,1,6.0,16.0,2,4.0
742,3,2,4,43000.0,4,3.0,1,1,6.0,20.0,2,4.0
743,9,2,4,19900.0,4,,3,1,1.0,16.0,2,4.0
744,1,1,4,23100.0,4,2.0,1,1,4.0,18.0,1,2.0
745,1,1,4,68000.0,4,,1,1,1.0,19.0,2,2.0
746,2,1,4,,4,,1,1,,6.0,2,
747,1,2,4,29900.0,4,1.0,1,1,4.0,17.0,2,4.0
748,1,1,4,22300.0,4,,1,1,1.0,16.0,1,4.0
749,1,2,4,19500.0,4,,1,1,3.0,19.0,1,4.0
750,1,1,4,120000.0,4,1.0,1,1,4.0,21.0,2,4.0
751,8,2,4,0.0,4,,1,1,6.0,18.0,2,4.0
752,1,2,4,16800.0,4,,1,1,1.0,19.0,2,4.0
753,1,1,4,70000.0,4,3.0,1,1,1.0,24.0,1,4.0
754,1,1,4,8000.0,4,1.0,1,1,6.0,16.0,2,4.0
755,6,1,4,,4,,1,1,,6.0,2,
756,9,1,4,60000.0,4,3.0,1,1,1.0,22.0,2,2.0
757,9,2,4,0.0,4,,1,1,6.0,11.0,2,
758,9,2,4,15000.0,4,1.0,1,1,4.0,18.0,2,4.0
759,1,2,4,5400.0,4,,1,1,4.0,11.0,2,4.0
760,1,1,4,39000.0,4,1.0,1,1,1.0,21.0,2,4.0
761,1,1,4,70000.0,4,1.0,1,1,1.0,19.0,2,4.0
762,2,2,4,42000.0,4,1.0,1,1,6.0,15.0,2,4.0
763,1,2,4,9100.0,4,1.0,1,1,1.0,21.0,2,4.0
764,1,1,4,,4,,1,1,,2.0,2,
765,9,2,4,32000.0,4,1.0,1,1,4.0,16.0,2,4.0
766,6,1,4,90000.0,4,1.0,5,2,6.0,21.0,2,4.0
767,9,1,4,20000.0,4,6.0,1,1,6.0,18.0,2,4.0
768,1,2,4,115000.0,4,1.0,1,1,4.0,18.0,2,4.0
769,1,2,4,14100.0,4,,4,2,1.0,16.0,2,4.0
770,9,2,4,39700.0,4,4.0,1,1,4.0,19.0,2,4.0
771,3,2,4,,4,,1,1,,,2,
772,9,1,4,,4,,1,1,,3.0,2,
773,1,1,4,32800.0,4,1.0,1,1,1.0,23.0,2,4.0
774,9,2,4,0.0,4,,1,1,6.0,14.0,2,4.0
775,1,2,4,0.0,4,3.0,4,2,3.0,20.0,2,4.0
776,1,1,4,27300.0,4,6.0,1,1,6.0,20.0,2,4.0
777,9,1,4,23700.0,4,4.0,5,2,2.0,21.0,2,4.0
778,1,2,4,74300.0,4,6.0,1,1,1.0,21.0,2,4.0
779,1,2,4,10800.0,4,1.0,1,1,4.0,21.0,2,4.0
780,1,1,4,98000.0,4,5.0,1,1,6.0,20.0,2,4.0
781,1,2,4,68500.0,4,,1,1,4.0,18.0,1,4.0
782,1,1,4,,4,,1,1,,11.0,2,
783,2,1,4,120500.0,4,1.0,1,1,1.0,22.0,2,4.0
784,1,2,4,10000.0,4,,1,1,3.0,21.0,1,4.0
785,3,1,4,0.0,4,,1,1,6.0,11.0,2,
786,9,1,4,36900.0,4,1.0,5,2,6.0,9.0,2,4.0
787,6,2,4,105000.0,4,3.0,4,2,1.0,21.0,2,4.0
788,1,2,4,25000.0,4,1.0,1,1,4.0,16.0,2,4.0
789,9,1,4,,4,,1,1,,7.0,2,
790,1,2,4,7000.0,4,,1,1,4.0,19.0,2,4.0
791,1,1,4,295000.0,4,7.0,1,1,1.0,23.0,1,4.0
792,1,2,4,29200.0,4,1.0,1,1,1.0,14.0,2,4.0
793,8,2,4,0.0,4,,1,1,6.0,16.0,2,2.0
794,1,2,4,50000.0,4,1.0,1,1,4.0,17.0,2,4.0
795,3,2,4,28600.0,4,,1,1,3.0,12.0,2,4.0
796,8,2,4,150000.0,4,1.0,1,1,1.0,22.0,2,4.0
797,8,2,4,,4,,1,1,,3.0,2,
798,1,2,4,20700.0,4,2.0,1,1,1.0,22.0,2,4.0
799,9,1,4,0.0,4,,4,2,2.0,16.0,2,4.0
800,1,2,4,27200.0,4,,1,1,4.0,15.0,1,4.0
801,1,2,4,39000.0,4,1.0,4,2,5.0,19.0,2,4.0
802,2,1,4,,4,,5,2,,4.0,2,
803,1,1,4,50900.0,4,1.0,1,1,1.0,11.0,2,4.0
804,1,1,4,32000.0,4,6.0,1,1,1.0,21.0,2,4.0
805,1,1,4,123000.0,4,3.0,1,1,1.0,21.0,1,4.0
806,1,1,4,265000.0,4,7.0,1,1,4.0,22.0,1,4.0
807,1,2,4,20000.0,4,2.0,1,1,1.0,21.0,2,4.0
808,1,1,4,0.0,4,9.0,1,1,6.0,16.0,2,4.0
809,1,2,4,57000.0,4,1.0,1,1,1.0,19.0,2,4.0
810,9,1,4,9800.0,4,1.0,4,2,1.0,16.0,2,4.0
811,1,2,4,0.0,4,1.0,1,1,6.0,1.0,1,4.0
812,1,2,4,70000.0,4,6.0,1,1,1.0,21.0,2,4.0
813,9,1,4,4000.0,4,1.0,1,1,6.0,16.0,2,4.0
814,9,1,4,52000.0,4,1.0,1,1,1.0,17.0,2,4.0
815,1,2,4,45000.0,4,1.0,1,1,6.0,16.0,2,4.0
816,1,1,4,1000.0,4,1.0,1,1,6.0,14.0,2,4.0
817,6,1,4,11000.0,4,,4,2,1.0,1.0,2,4.0
818,9,2,4,3300.0,4,,5,2,5.0,5.0,2,4.0
819,1,2,4,60000.0,4,1.0,1,1,4.0,20.0,1,4.0
820,8,2,4,28910.0,4,6.0,1,1,4.0,18.0,2,4.0
821,1,1,4,2000.0,4,6.0,4,2,1.0,16.0,2,4.0
822,9,1,4,5100.0,4,,5,2,6.0,6.0,2,4.0
823,2,1,4,0.0,4,,3,1,6.0,14.0,2,4.0
824,1,2,4,67900.0,4,,1,1,4.0,19.0,1,4.0
