ID,RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
16478,1,1,3,56200.0,28,4.0,1,1,1.0,21.0,2,4.0
16479,2,2,3,,28,,1,1,,11.0,2,
16480,1,1,3,,28,,1,1,,,2,
16481,2,2,3,,28,,1,1,,8.0,2,
16482,1,2,3,16600.0,28,1.0,1,1,4.0,16.0,2,4.0
16483,2,1,3,85000.0,28,5.0,1,1,6.0,21.0,2,4.0
16484,1,1,3,15500.0,28,,1,1,1.0,16.0,2,4.0
16485,2,1,3,58000.0,28,,1,1,5.0,17.0,1,2.0
16486,1,1,3,35000.0,28,1.0,1,1,1.0,16.0,2,4.0
16487,1,1,3,8000.0,28,6.0,1,1,4.0,16.0,2,4.0
16488,2,2,3,27400.0,28,4.0,1,1,6.0,22.0,2,4.0
16489,1,1,3,3900.0,28,1.0,1,1,6.0,19.0,2,4.0
16490,1,2,3,0.0,28,6.0,1,1,1.0,16.0,2,4.0
16491,2,2,3,9700.0,28,,1,1,4.0,16.0,1,4.0
16492,1,2,3,9200.0,28,,1,1,5.0,17.0,1,4.0
16493,1,2,3,33600.0,28,,1,1,1.0,21.0,1,4.0
16494,9,2,3,,28,,1,1,,11.0,2,
16495,1,1,3,,28,,1,1,,2.0,2,
16496,1,1,3,,28,,1,1,,2.0,2,
16497,2,1,3,53000.0,28,,1,1,6.0,16.0,1,2.0
16498,1,2,3,51700.0,28,1.0,1,1,1.0,20.0,2,4.0
16499,1,2,3,0.0,28,9.0,1,1,1.0,19.0,2,4.0
16500,1,1,3,28000.0,28,1.0,1,1,1.0,16.0,2,4.0
16501,2,1,3,47300.0,28,3.0,1,1,1.0,20.0,2,4.0
16502,2,2,3,11000.0,28,1.0,1,1,1.0,21.0,2,4.0
16503,1,1,3,35000.0,28,1.0,1,1,6.0,17.0,2,4.0
16504,1,2,3,23500.0,28,,1,1,1.0,16.0,2,4.0
16505,1,2,3,25000.0,28,1.0,1,1,6.0,1.0,2,4.0
16506,9,1,3,18200.0,28,1.0,5,2,2.0,18.0,2,4.0
16507,2,2,3,14400.0,28,,1,1,3.0,14.0,1,4.0
16508,2,2,3,,28,,1,1,,9.0,2,
16509,1,2,3,24000.0,28,,1,1,1.0,19.0,2,4.0
16510,2,2,3,8100.0,28,,1,1,4.0,18.0,1,4.0
16511,1,2,3,0.0,28,,1,1,1.0,15.0,2,4.0
16512,1,2,3,,28,,1,1,,1.0,2,
16513,1,2,3,1600.0,28,,1,1,1.0,16.0,1,4.0
16514,1,1,3,40400.0,28,,1,1,1.0,21.0,2,4.0
16515,1,1,3,60000.0,28,4.0,1,1,4.0,20.0,2,4.0
16516,2,2,3,,28,,1,1,,7.0,2,
16517,1,1,3,57000.0,28,1.0,1,1,1.0,20.0,2,4.0
16518,1,2,3,108000.0,28,1.0,1,1,6.0,21.0,2,4.0
16519,2,2,3,,28,,1,1,,7.0,2,
16520,1,2,3,,28,,1,1,,8.0,2,
16521,1,2,3,48400.0,28,2.0,1,1,1.0,24.0,2,4.0
16522,2,2,3,6300.0,28,,1,1,6.0,13.0,2,4.0
16523,1,2,3,0.0,28,,1,1,6.0,12.0,2,
16524,2,1,3,32000.0,28,1.0,1,1,1.0,16.0,2,2.0
16525,1,2,3,6000.0,28,,1,1,6.0,3.0,1,4.0
16526,1,1,3,45000.0,28,1.0,1,1,1.0,18.0,2,4.0
16527,1,2,3,4000.0,28,4.0,1,1,6.0,19.0,2,4.0
16528,1,1,3,,28,,1,1,,5.0,1,
16529,1,1,3,,28,,1,1,,1.0,2,
16530,1,1,3,,28,,1,1,,3.0,2,
16531,1,1,3,6700.0,28,,1,1,1.0,16.0,2,2.0
16532,8,2,3,,28,,1,1,,5.0,2,
16533,1,1,3,58000.0,28,1.0,1,1,4.0,16.0,2,4.0
16534,1,1,3,23400.0,28,,1,1,1.0,16.0,1,4.0
16535,8,1,3,10000.0,28,6.0,5,2,5.0,16.0,2,4.0
16536,1,1,3,48500.0,28,1.0,1,1,1.0,16.0,2,4.0
16537,1,1,3,140.0,28,,1,1,6.0,12.0,2,
16538,2,1,3,15000.0,28,1.0,1,1,5.0,1.0,2,4.0
16539,1,2,3,75000.0,28,2.0,1,1,4.0,20.0,2,4.0
16540,1,1,3,165700.0,28,7.0,1,1,1.0,19.0,2,4.0
16541,2,1,3,30000.0,28,,1,1,1.0,9.0,2,4.0
16542,1,2,3,199200.0,28,,1,1,3.0,21.0,2,4.0
16543,2,2,3,9600.0,28,,1,1,6.0,17.0,1,4.0
16544,2,1,3,,28,,1,1,,2.0,2,
16545,2,2,3,17300.0,28,6.0,1,1,1.0,20.0,2,4.0
16546,2,1,3,,28,,1,1,,10.0,2,
16547,1,2,3,2000.0,28,,1,1,1.0,21.0,2,4.0
16548,1,2,3,128000.0,28,1.0,1,1,1.0,21.0,2,4.0
16549,1,1,3,68220.0,28,,1,1,1.0,22.0,2,2.0
16550,1,1,3,25000.0,28,1.0,1,1,1.0,24.0,2,2.0
16551,2,2,3,290.0,28,7.0,1,1,6.0,16.0,1,4.0
16552,1,2,3,36800.0,28,1.0,1,1,1.0,22.0,2,4.0
16553,1,1,3,1700.0,28,,1,1,1.0,15.0,1,3.0
16554,1,2,3,10000.0,28,,1,1,1.0,13.0,2,4.0
16555,1,1,3,79000.0,28,5.0,1,1,1.0,19.0,2,1.0
16556,1,2,3,,28,,1,1,,1.0,2,
16557,1,1,3,38300.0,28,2.0,1,1,1.0,19.0,2,4.0
16558,1,2,3,29000.0,28,,1,1,4.0,23.0,2,4.0
16559,1,2,3,18700.0,28,1.0,1,1,6.0,14.0,2,4.0
16560,1,2,3,10200.0,28,,1,1,1.0,16.0,1,4.0
16561,1,1,3,33000.0,28,,1,1,1.0,16.0,2,4.0
16562,1,2,3,,28,,1,1,,5.0,1,
16563,1,1,3,,28,,1,1,,3.0,2,
16564,1,1,3,,28,,1,1,,9.0,2,
16565,1,2,3,16800.0,28,4.0,1,1,6.0,22.0,2,4.0
16566,1,1,3,5000.0,28,5.0,1,1,6.0,16.0,2,3.0
16567,1,2,3,26000.0,28,6.0,1,1,1.0,19.0,2,4.0
16568,2,1,3,15600.0,28,,1,1,4.0,16.0,1,4.0
16569,2,1,3,6100.0,28,1.0,1,1,5.0,16.0,2,4.0
16570,1,2,3,27000.0,28,1.0,1,1,1.0,20.0,2,4.0
16571,2,2,3,13000.0,28,,1,1,4.0,12.0,2,4.0
16572,1,1,3,120000.0,28,2.0,1,1,1.0,21.0,2,4.0
16573,1,2,3,12000.0,28,,1,1,1.0,19.0,1,4.0
16574,2,2,3,800.0,28,1.0,1,1,6.0,20.0,2,4.0
16575,2,1,3,,28,,1,1,,2.0,2,
16576,1,2,3,34300.0,28,1.0,1,1,1.0,16.0,2,4.0
16577,1,2,3,65000.0,28,1.0,1,1,1.0,18.0,2,4.0
16578,1,1,3,1500.0,28,,1,1,1.0,17.0,1,4.0
16579,1,1,3,,28,,1,1,,,2,
16580,1,1,3,,28,,1,1,,,2,
16581,1,2,3,60000.0,28,3.0,1,1,1.0,22.0,2,4.0
16582,1,1,3,41600.0,28,1.0,1,1,1.0,16.0,2,4.0
16583,1,1,3,358000.0,28,7.0,1,1,1.0,23.0,2,4.0
16584,1,1,3,102500.0,28,1.0,1,1,1.0,21.0,2,4.0
16585,2,2,3,910.0,28,1.0,1,1,1.0,19.0,1,4.0
16586,1,2,3,,28,,1,1,,6.0,2,
16587,9,2,3,,28,,1,1,,6.0,2,
16588,1,1,3,,28,,1,1,,3.0,2,
16589,1,2,3,0.0,28,,1,1,6.0,13.0,2,
16590,2,1,3,0.0,28,,1,1,6.0,13.0,2,
16591,9,2,3,,28,,1,1,,11.0,2,
16592,2,1,3,,28,,1,1,,1.0,2,
16593,1,1,3,31600.0,28,1.0,1,1,1.0,16.0,2,4.0
16594,2,1,3,31000.0,28,1.0,1,1,1.0,16.0,2,4.0
16595,2,2,3,20000.0,28,1.0,1,1,4.0,19.0,2,4.0
16596,1,1,3,67400.0,28,1.0,1,1,1.0,22.0,2,4.0
16597,1,1,3,14000.0,28,,1,1,1.0,16.0,2,2.0
16598,2,1,3,1020.0,28,3.0,1,1,4.0,21.0,2,4.0
16599,1,2,3,56000.0,28,4.0,1,1,1.0,22.0,2,4.0
16600,2,1,3,19200.0,28,,1,1,4.0,15.0,2,4.0
16601,1,2,3,9000.0,28,1.0,1,1,6.0,19.0,1,4.0
16602,1,1,3,,28,,1,1,,,2,
16603,2,1,3,115600.0,28,3.0,1,1,1.0,16.0,2,4.0
16604,2,2,3,32500.0,28,1.0,1,1,1.0,17.0,2,4.0
16605,2,2,3,41000.0,28,1.0,1,1,1.0,23.0,1,4.0
16606,2,2,3,25500.0,28,1.0,1,1,6.0,16.0,2,4.0
16607,2,2,3,,28,,1,1,,11.0,2,
16608,2,1,3,12800.0,28,1.0,1,1,6.0,16.0,2,4.0
16609,2,1,3,,28,,1,1,,4.0,2,
16610,1,1,3,18000.0,28,,1,1,1.0,18.0,2,4.0
16611,1,2,3,19800.0,28,,1,1,1.0,16.0,2,4.0
16612,1,2,3,15000.0,28,1.0,1,1,4.0,18.0,2,4.0
16613,2,1,3,,28,,1,1,,9.0,2,
16614,1,2,3,54100.0,28,1.0,1,1,1.0,19.0,2,4.0
16615,1,1,3,18000.0,28,1.0,1,1,6.0,9.0,2,4.0
16616,1,2,3,16000.0,28,6.0,1,1,5.0,13.0,2,4.0
16617,1,1,3,7900.0,28,,1,1,4.0,14.0,2,2.0
16618,2,2,3,68000.0,28,4.0,1,1,1.0,21.0,2,3.0
16619,1,1,3,0.0,28,1.0,1,1,6.0,19.0,2,4.0
16620,1,2,3,5900.0,28,1.0,1,1,6.0,16.0,2,4.0
16621,1,1,3,51700.0,28,1.0,1,1,1.0,18.0,1,4.0
16622,1,1,3,9500.0,28,,1,1,1.0,14.0,2,4.0
16623,2,2,3,5000.0,28,,1,1,3.0,15.0,1,4.0
16624,1,2,3,4200.0,28,1.0,1,1,6.0,16.0,2,4.0
16625,5,1,3,79000.0,28,,1,1,1.0,16.0,1,4.0
16626,1,2,3,0.0,28,1.0,1,1,1.0,17.0,2,4.0
16627,2,2,3,85000.0,28,4.0,1,1,6.0,22.0,2,4.0
16628,2,2,3,12000.0,28,4.0,1,1,5.0,19.0,2,4.0
16629,1,2,3,55000.0,28,1.0,1,1,1.0,20.0,2,4.0
16630,1,1,3,70000.0,28,1.0,1,1,1.0,19.0,2,4.0
16631,1,1,3,,28,,1,1,,6.0,2,
16632,2,1,3,10800.0,28,1.0,1,1,1.0,19.0,2,4.0
16633,1,2,3,16800.0,28,,1,1,6.0,22.0,2,4.0
16634,1,1,3,100000.0,28,7.0,1,1,1.0,16.0,2,4.0
16635,1,2,3,34900.0,28,1.0,1,1,1.0,19.0,2,4.0
16636,1,1,3,61000.0,28,3.0,1,1,1.0,21.0,2,4.0
16637,2,2,3,0.0,28,1.0,1,1,6.0,16.0,2,4.0
16638,2,2,3,,28,,1,1,,7.0,2,
16639,2,2,3,35900.0,28,3.0,1,1,1.0,22.0,2,4.0
16640,2,1,3,12900.0,28,,1,1,6.0,16.0,1,4.0
16641,2,1,3,20000.0,28,1.0,1,1,6.0,13.0,2,4.0
16642,1,2,3,80000.0,28,1.0,1,1,4.0,19.0,2,4.0
16643,1,1,3,14700.0,28,1.0,1,1,4.0,19.0,2,2.0
16644,1,2,3,7200.0,28,1.0,1,1,1.0,19.0,2,4.0
16645,1,1,3,104600.0,28,1.0,1,1,1.0,21.0,2,4.0
16646,1,1,3,358000.0,28,4.0,1,1,1.0,19.0,2,4.0
16647,3,2,3,,28,,1,1,,,2,
16648,1,1,2,8700.0,29,,1,1,2.0,16.0,1,4.0
16649,2,2,2,,29,,1,1,,10.0,2,
16650,1,2,2,9600.0,29,,1,1,6.0,18.0,1,4.0
16651,6,2,2,11500.0,29,,4,2,6.0,22.0,2,4.0
16652,2,1,2,0.0,29,,1,1,6.0,19.0,2,4.0
16653,9,1,2,15900.0,29,5.0,1,1,4.0,19.0,1,2.0
16654,6,1,2,0.0,29,1.0,4,2,6.0,19.0,2,4.0
16655,1,1,2,11400.0,29,,1,1,6.0,20.0,1,4.0
16656,1,2,2,0.0,29,,1,1,3.0,22.0,1,4.0
16657,1,1,2,1000.0,29,1.0,1,1,6.0,19.0,2,4.0
16658,1,1,2,,29,,1,1,,5.0,2,
16659,6,1,2,0.0,29,,1,1,6.0,19.0,1,4.0
16660,1,2,2,0.0,29,,1,1,6.0,19.0,2,4.0
16661,1,1,2,100.0,29,1.0,1,1,6.0,16.0,2,4.0
16662,1,1,2,0.0,29,,1,1,6.0,19.0,2,4.0
16663,9,1,2,9600.0,29,,4,2,6.0,12.0,1,4.0
16664,6,2,2,5300.0,29,2.0,4,2,6.0,19.0,2,4.0
16665,6,1,2,5800.0,29,1.0,1,1,5.0,18.0,2,4.0
16666,1,1,2,980.0,29,,1,1,6.0,14.0,1,4.0
16667,2,1,2,0.0,29,1.0,1,1,6.0,21.0,2,4.0
16668,1,2,2,3000.0,29,1.0,1,1,6.0,19.0,2,4.0
16669,1,1,2,30900.0,29,,1,1,2.0,16.0,1,2.0
16670,2,1,2,0.0,29,1.0,1,1,2.0,19.0,2,4.0
16671,1,1,2,0.0,29,1.0,1,1,6.0,16.0,1,4.0
16672,1,1,2,0.0,29,,1,1,6.0,16.0,2,4.0
16673,1,2,2,10000.0,29,1.0,1,1,4.0,19.0,2,4.0
16674,1,2,2,0.0,29,,1,1,3.0,16.0,1,4.0
16675,1,2,2,0.0,29,,1,1,6.0,19.0,2,4.0
16676,2,1,2,90.0,29,,1,1,6.0,1.0,2,4.0
16677,1,1,2,0.0,29,,1,1,6.0,17.0,2,4.0
16678,1,1,2,0.0,29,,1,1,3.0,13.0,2,4.0
16679,1,2,2,0.0,29,,1,1,5.0,12.0,1,4.0
16680,1,2,2,0.0,29,,1,1,6.0,21.0,2,4.0
16681,1,1,2,75000.0,29,3.0,1,1,4.0,16.0,2,4.0
16682,1,1,2,16500.0,29,,1,1,1.0,19.0,1,4.0
16683,9,2,2,4200.0,29,1.0,4,2,1.0,21.0,2,4.0
16684,1,1,2,20000.0,29,1.0,1,1,6.0,21.0,2,4.0
16685,1,1,2,48000.0,29,5.0,1,1,4.0,18.0,2,2.0
16686,1,2,2,77200.0,29,,1,1,4.0,22.0,1,4.0
16687,1,2,2,1200.0,29,1.0,1,1,6.0,19.0,2,4.0
16688,1,2,2,0.0,29,,1,1,1.0,11.0,2,4.0
16689,1,2,2,30400.0,29,1.0,1,1,4.0,16.0,2,4.0
16690,3,2,2,2000.0,29,1.0,1,1,1.0,12.0,2,4.0
16691,1,1,2,17000.0,29,,1,1,1.0,16.0,1,2.0
16692,9,2,2,8000.0,29,1.0,1,1,1.0,19.0,2,4.0
16693,1,2,2,53000.0,29,1.0,1,1,1.0,21.0,2,4.0
16694,1,1,2,44100.0,29,,1,1,6.0,20.0,2,4.0
16695,1,1,2,119000.0,29,7.0,1,1,1.0,23.0,2,4.0
16696,1,2,2,31000.0,29,3.0,1,1,4.0,21.0,2,4.0
16697,1,1,2,9600.0,29,1.0,1,1,4.0,18.0,2,2.0
16698,1,1,2,300.0,29,1.0,1,1,1.0,17.0,2,4.0
16699,1,2,2,51000.0,29,1.0,1,1,1.0,20.0,2,4.0
16700,1,1,2,12700.0,29,,1,1,1.0,16.0,2,4.0
16701,2,1,2,40000.0,29,1.0,1,1,1.0,19.0,2,4.0
16702,1,1,2,145000.0,29,1.0,1,1,1.0,22.0,1,2.0
16703,9,2,2,24300.0,29,,1,1,3.0,16.0,1,4.0
16704,1,1,2,12000.0,29,1.0,1,1,6.0,16.0,2,4.0
16705,1,2,2,500.0,29,8.0,1,1,1.0,11.0,2,4.0
16706,1,1,2,64400.0,29,,1,1,1.0,19.0,2,2.0
16707,1,1,2,,29,,1,1,,7.0,2,
16708,1,2,2,0.0,29,,1,1,4.0,15.0,1,4.0
16709,1,1,2,60000.0,29,1.0,1,1,6.0,16.0,2,4.0
16710,1,1,2,145000.0,29,1.0,1,1,4.0,19.0,2,4.0
16711,1,1,2,,29,,1,1,,7.0,2,
16712,1,1,2,42000.0,29,1.0,1,1,1.0,16.0,2,4.0
16713,6,1,2,15000.0,29,6.0,4,2,4.0,16.0,2,4.0
16714,1,1,2,36000.0,29,,1,1,1.0,22.0,1,4.0
16715,9,2,2,16000.0,29,6.0,1,1,1.0,22.0,2,4.0
16716,1,1,2,34300.0,29,1.0,1,1,1.0,20.0,2,4.0
16717,1,1,2,12000.0,29,6.0,1,1,2.0,16.0,2,4.0
16718,8,1,2,0.0,29,,1,1,6.0,14.0,2,4.0
16719,1,1,2,3600.0,29,1.0,1,1,6.0,18.0,2,4.0
16720,9,1,2,22000.0,29,6.0,1,1,6.0,21.0,2,4.0
16721,1,1,2,23300.0,29,1.0,1,1,1.0,17.0,2,4.0
16722,1,1,2,0.0,29,,1,1,6.0,12.0,2,
16723,1,2,2,19680.0,29,7.0,1,1,1.0,18.0,2,4.0
16724,1,2,2,0.0,29,1.0,1,1,1.0,19.0,2,4.0
16725,1,2,2,0.0,29,,1,1,2.0,12.0,2,
16726,1,1,2,105000.0,29,1.0,1,1,1.0,23.0,2,4.0
16727,1,2,2,65300.0,29,1.0,1,1,6.0,18.0,2,4.0
16728,1,2,2,33000.0,29,4.0,1,1,4.0,17.0,2,4.0
16729,9,2,2,,29,,1,1,,6.0,2,
16730,1,2,2,30000.0,29,1.0,1,1,3.0,20.0,2,4.0
16731,1,1,2,75000.0,29,1.0,1,1,6.0,21.0,2,4.0
16732,1,1,2,79000.0,29,6.0,1,1,1.0,16.0,2,4.0
16733,1,2,2,0.0,29,,1,1,6.0,14.0,2,4.0
16734,1,2,2,53000.0,29,1.0,1,1,1.0,21.0,2,4.0
16735,1,2,2,85000.0,29,1.0,1,1,1.0,21.0,2,4.0
16736,1,1,2,0.0,29,,1,1,6.0,11.0,2,
16737,1,1,2,53800.0,29,1.0,1,1,1.0,16.0,2,4.0
16738,8,1,2,30000.0,29,1.0,1,1,6.0,18.0,2,4.0
16739,1,2,2,6000.0,29,,1,1,4.0,17.0,1,4.0
16740,2,1,2,51300.0,29,,1,1,3.0,19.0,2,4.0
16741,2,1,2,84000.0,29,1.0,1,1,5.0,17.0,2,2.0
16742,1,1,2,42000.0,29,1.0,1,1,1.0,21.0,2,4.0
16743,2,1,2,36300.0,29,6.0,1,1,4.0,19.0,1,4.0
16744,1,2,2,100000.0,29,2.0,1,1,1.0,22.0,2,4.0
16745,1,2,2,,29,,1,1,,5.0,2,
16746,1,1,2,17400.0,29,,1,1,1.0,16.0,1,4.0
16747,1,1,2,53000.0,29,1.0,1,1,1.0,19.0,2,4.0
16748,1,2,2,56000.0,29,2.0,1,1,6.0,21.0,2,4.0
16749,1,2,2,,29,,1,1,,8.0,2,
16750,1,1,2,,29,,1,1,,2.0,2,
16751,1,1,2,54400.0,29,1.0,1,1,1.0,18.0,2,4.0
16752,1,2,2,29400.0,29,,1,1,1.0,16.0,2,4.0
16753,1,2,2,0.0,29,1.0,1,1,6.0,16.0,1,4.0
16754,1,2,2,22200.0,29,,1,1,1.0,16.0,2,4.0
16755,1,2,2,9000.0,29,1.0,1,1,1.0,18.0,2,4.0
16756,1,1,2,42800.0,29,,1,1,3.0,16.0,1,4.0
16757,1,2,2,,29,,1,1,,9.0,2,
16758,9,2,2,13200.0,29,,1,1,5.0,19.0,1,4.0
16759,1,1,2,90000.0,29,3.0,1,1,4.0,18.0,2,4.0
16760,1,2,2,68000.0,29,2.0,1,1,6.0,18.0,2,4.0
16761,8,2,2,24000.0,29,1.0,5,2,6.0,21.0,2,4.0
16762,1,2,2,0.0,29,,1,1,1.0,14.0,2,4.0
16763,1,2,2,17600.0,29,,1,1,3.0,20.0,1,4.0
16764,1,1,2,72000.0,29,1.0,1,1,1.0,20.0,2,4.0
16765,1,1,2,60600.0,29,,1,1,1.0,19.0,1,2.0
16766,1,2,2,32200.0,29,,1,1,1.0,20.0,2,4.0
16767,1,1,2,100100.0,29,7.0,1,1,1.0,19.0,2,2.0
16768,1,1,2,70000.0,29,1.0,1,1,1.0,21.0,1,4.0
16769,1,1,2,20400.0,29,1.0,1,1,1.0,16.0,2,4.0
16770,1,2,2,18000.0,29,3.0,1,1,4.0,21.0,2,4.0
16771,1,2,2,,29,,1,1,,5.0,2,
16772,1,2,2,0.0,29,,1,1,6.0,14.0,2,4.0
16773,1,2,2,20700.0,29,,1,1,1.0,19.0,1,4.0
16774,1,2,2,70100.0,29,2.0,1,1,1.0,22.0,2,4.0
16775,2,2,2,,29,,1,1,,,2,
16776,1,2,2,0.0,29,,1,1,1.0,16.0,2,4.0
16777,1,2,2,50000.0,29,1.0,1,1,4.0,16.0,2,4.0
16778,1,2,2,,29,,1,1,,9.0,2,
16779,1,1,2,3000.0,29,6.0,3,1,4.0,22.0,2,4.0
16780,1,1,2,44960.0,29,1.0,1,1,1.0,16.0,2,4.0
16781,1,2,2,2000.0,29,,1,1,1.0,18.0,2,4.0
16782,3,2,2,,29,,1,1,,2.0,2,
16783,1,1,2,56000.0,29,2.0,1,1,6.0,22.0,2,4.0
16784,1,2,2,48900.0,29,1.0,1,1,6.0,16.0,2,4.0
16785,1,1,2,71000.0,29,1.0,1,1,1.0,19.0,2,2.0
16786,1,1,2,110600.0,29,,1,1,3.0,21.0,2,3.0
16787,1,1,2,17300.0,29,,1,1,3.0,16.0,2,4.0
16788,1,1,2,76000.0,29,1.0,1,1,1.0,18.0,2,4.0
16789,1,1,2,48010.0,29,2.0,1,1,4.0,18.0,2,4.0
16790,1,2,2,8800.0,29,,1,1,1.0,19.0,2,4.0
16791,1,2,2,25000.0,29,1.0,1,1,1.0,21.0,2,4.0
16792,1,2,2,,29,,1,1,,2.0,2,
16793,1,2,2,9000.0,29,,1,1,4.0,13.0,1,4.0
16794,1,2,2,10800.0,29,1.0,1,1,1.0,21.0,2,4.0
16795,1,2,2,12000.0,29,,1,1,1.0,19.0,2,4.0
16796,1,2,2,30000.0,29,1.0,1,1,6.0,16.0,2,4.0
16797,1,1,2,35000.0,29,1.0,1,1,6.0,16.0,2,4.0
16798,1,1,2,0.0,29,,1,1,6.0,13.0,2,4.0
16799,2,2,2,12000.0,29,1.0,1,1,6.0,16.0,2,4.0
16800,1,2,2,13200.0,29,,1,1,3.0,19.0,1,4.0
16801,1,2,2,,29,,1,1,,,2,
16802,1,2,2,52500.0,29,1.0,1,1,1.0,20.0,2,4.0
16803,1,1,2,10640.0,29,,1,1,1.0,16.0,2,4.0
16804,9,2,2,,29,,1,1,,1.0,2,
16805,2,2,2,7900.0,29,,1,1,3.0,14.0,1,4.0
16806,1,1,2,21200.0,29,,1,1,1.0,20.0,2,2.0
16807,1,2,2,6000.0,29,1.0,1,1,4.0,17.0,2,4.0
16808,1,2,2,80000.0,29,2.0,1,1,1.0,21.0,2,4.0
16809,1,2,2,200.0,29,1.0,1,1,6.0,18.0,2,4.0
16810,1,1,2,,29,,1,1,,2.0,2,
16811,1,2,2,105800.0,29,4.0,1,1,3.0,16.0,2,4.0
16812,1,1,2,10000.0,29,1.0,1,1,1.0,16.0,2,4.0
16813,1,1,2,,29,,1,1,,2.0,2,
16814,1,1,2,23600.0,29,,1,1,1.0,16.0,1,4.0
16815,9,2,2,,29,,1,1,,6.0,2,
16816,1,2,2,100000.0,29,1.0,1,1,1.0,23.0,2,4.0
16817,9,1,2,17500.0,29,1.0,1,1,4.0,16.0,1,4.0
16818,6,2,2,0.0,29,1.0,5,2,6.0,21.0,2,4.0
16819,1,1,2,50700.0,29,,1,1,1.0,22.0,2,4.0
16820,9,1,2,25400.0,29,,1,1,1.0,21.0,2,4.0
16821,1,2,2,135000.0,29,1.0,1,1,1.0,21.0,2,4.0
16822,1,1,2,112300.0,29,1.0,1,1,1.0,21.0,2,4.0
16823,1,1,2,26900.0,29,,1,1,1.0,16.0,2,2.0
16824,1,1,2,25000.0,29,1.0,1,1,6.0,17.0,2,4.0
16825,1,1,2,37000.0,29,7.0,1,1,4.0,23.0,2,4.0
16826,2,1,2,34000.0,29,1.0,1,1,6.0,16.0,1,4.0
16827,1,1,2,85000.0,29,1.0,1,1,1.0,21.0,2,4.0
16828,9,2,2,60000.0,29,2.0,1,1,1.0,21.0,2,4.0
16829,2,2,2,,29,,1,1,,8.0,2,
16830,1,2,2,20000.0,29,1.0,1,1,1.0,16.0,1,4.0
16831,1,2,2,36000.0,29,1.0,1,1,1.0,19.0,2,4.0
16832,1,1,2,,29,,1,1,,,2,
16833,1,2,2,,29,,1,1,,5.0,1,
16834,9,2,2,0.0,29,,1,1,6.0,12.0,2,
16835,1,1,2,,29,,1,1,,,2,
16836,1,1,2,65000.0,29,6.0,1,1,4.0,16.0,2,4.0
16837,1,1,2,201500.0,29,4.0,1,1,1.0,16.0,2,4.0
16838,1,1,2,9000.0,29,3.0,1,1,4.0,17.0,2,4.0
16839,1,2,2,75000.0,29,1.0,1,1,1.0,21.0,2,4.0
16840,1,1,2,26000.0,29,,1,1,6.0,21.0,2,4.0
16841,1,2,2,28020.0,29,1.0,1,1,1.0,16.0,2,4.0
16842,1,2,2,35000.0,29,,1,1,4.0,21.0,1,4.0
16843,1,2,2,185000.0,29,3.0,1,1,1.0,21.0,2,4.0
16844,1,1,2,10000.0,29,1.0,1,1,1.0,11.0,2,4.0
16845,1,2,2,50000.0,29,1.0,1,1,6.0,21.0,2,4.0
16846,1,2,2,34200.0,29,,1,1,6.0,19.0,1,4.0
16847,2,2,2,,29,,1,1,,1.0,2,
16848,1,2,2,25000.0,29,1.0,1,1,1.0,18.0,1,4.0
16849,1,1,2,51000.0,29,1.0,4,2,1.0,22.0,2,4.0
16850,1,2,2,,29,,1,1,,1.0,2,
16851,1,2,2,17000.0,29,1.0,1,1,6.0,19.0,2,4.0
16852,1,1,2,8400.0,29,,1,1,6.0,16.0,1,4.0
16853,1,2,2,800.0,29,2.0,1,1,1.0,22.0,1,4.0
16854,9,1,2,,29,,1,1,,3.0,2,
16855,1,1,2,4200.0,29,1.0,1,1,1.0,16.0,1,2.0
16856,1,1,2,119150.0,29,1.0,1,1,1.0,21.0,1,4.0
16857,1,2,2,,29,,1,1,,,2,
16858,2,2,2,,29,,1,1,,,2,
16859,1,2,2,8100.0,29,2.0,1,1,1.0,16.0,2,4.0
16860,1,1,2,13300.0,29,1.0,1,1,6.0,16.0,2,4.0
16861,1,1,2,50000.0,29,1.0,1,1,6.0,20.0,2,4.0
16862,2,2,2,13000.0,29,,1,1,3.0,18.0,1,4.0
16863,1,2,2,15000.0,29,2.0,1,1,6.0,23.0,2,4.0
16864,1,2,2,26200.0,29,,1,1,3.0,16.0,2,4.0
16865,1,2,2,10000.0,29,1.0,1,1,6.0,21.0,1,4.0
16866,1,1,2,61000.0,29,1.0,1,1,1.0,18.0,2,4.0
16867,2,2,2,19000.0,29,3.0,1,1,6.0,18.0,2,4.0
16868,1,2,2,6000.0,29,1.0,1,1,6.0,14.0,1,4.0
16869,1,2,2,0.0,29,,1,1,6.0,13.0,2,
16870,1,2,2,0.0,29,,1,1,6.0,14.0,2,
16871,1,1,2,43300.0,29,7.0,1,1,1.0,23.0,2,4.0
16872,1,2,2,22000.0,29,,1,1,3.0,21.0,1,4.0
16873,1,1,2,48000.0,29,7.0,1,1,4.0,21.0,2,4.0
16874,1,2,2,33000.0,29,5.0,1,1,5.0,16.0,2,4.0
16875,1,2,2,0.0,29,,1,1,1.0,18.0,2,4.0
16876,1,2,2,,29,,1,1,,11.0,1,
16877,1,1,2,,29,,1,1,,,2,
16878,1,2,2,30000.0,29,4.0,1,1,1.0,16.0,2,4.0
16879,9,2,2,21000.0,29,1.0,1,1,1.0,19.0,1,4.0
